Id	letter	AREA	PERIMETER	COUNTY	STATE	ID_1	CNTY_AREA	new_area
150	T	841.875	113.906	GOLIAD	Texas	48175	760.0	14.81453845220
83	I	841.875	113.906	GOLIAD	Texas	48175	760.0	1.65427864805
150	T	841.875	113.906	GOLIAD	Texas	48175	760.0	1.65427864805
83	I	880.021	130.045	VICTORIA	Texas	48469	794.4	0.01910823971
150	T	880.021	130.045	VICTORIA	Texas	48469	794.4	0.01910823971
83	I	880.021	130.045	VICTORIA	Texas	48469	794.4	0.53851612114
83	I	1283.647	145.188	MCMULLEN	Texas	48311	1158.8	1283.64690749000
83	I	1644.637	162.701	LA SALLE	Texas	48283	1484.7	1644.63649661000
83	I	994.234	128.671	BEE	Texas	48025	897.5	994.23381804300
87	J	880.021	130.045	VICTORIA	Texas	48469	794.4	1.71947585376
150	T	397.007	97.686	CALHOUN	Texas	48057	358.4	397.00679373400
83	I	1450.423	154.822	DIMMIT	Texas	48127	1309.3	1450.42295724000
87	J	880.021	130.045	VICTORIA	Texas	48469	794.4	0.44025921036
150	T	880.021	130.045	VICTORIA	Texas	48469	794.4	0.44025921036
150	T	841.875	113.906	GOLIAD	Texas	48175	760.0	0.55527267952
87	J	841.875	113.906	GOLIAD	Texas	48175	760.0	0.83982623459
150	T	841.875	113.906	GOLIAD	Texas	48175	760.0	0.83982623459
83	I	1220.763	153.816	LIVE OAK	Texas	48297	1102.0	1200.16307100000
87	J	841.875	113.906	GOLIAD	Texas	48175	760.0	119.49628172500
83	I	841.875	113.906	GOLIAD	Texas	48175	760.0	704.51520622700
87	J	880.021	130.045	VICTORIA	Texas	48469	794.4	41.22016547820
87	J	880.021	130.045	VICTORIA	Texas	48469	794.4	4.62458556634
150	T	880.021	130.045	VICTORIA	Texas	48469	794.4	4.62458556634
150	T	880.021	130.045	VICTORIA	Texas	48469	794.4	831.45840434900
150	T	1107.613	128.940	LAVACA	Texas	48285	999.9	14.06003805040
87	J	1002.105	134.845	DE WITT	Texas	48123	904.6	6.59748580350
150	T	1002.105	134.845	DE WITT	Texas	48123	904.6	6.59748580350
150	T	1002.105	134.845	DE WITT	Texas	48123	904.6	82.92858136340
87	J	1002.105	134.845	DE WITT	Texas	48123	904.6	12.42062341250
150	T	1002.105	134.845	DE WITT	Texas	48123	904.6	12.42062341250
87	J	1107.613	128.940	LAVACA	Texas	48285	999.9	5.66402165797
150	T	1107.613	128.940	LAVACA	Texas	48285	999.9	5.66402165797
87	J	1001.069	144.168	JACKSON	Texas	48239	903.7	0.31730142069
150	T	1001.069	144.168	JACKSON	Texas	48239	903.7	0.31730142069
87	J	1001.069	144.168	JACKSON	Texas	48239	903.7	2.78986785882
83	I	1197.288	138.929	FRIO	Texas	48163	1080.8	1197.28777201000
83	I	1440.782	154.277	ZAVALA	Texas	48507	1300.6	1440.78162813000
83	I	1343.428	176.892	MAVERICK	Texas	48323	1212.7	1343.42841427000
150	T	1301.936	251.846	MATAGORDA	Texas	48321	1175.3	1301.93573753000
83	I	840.020	126.013	KARNES	Texas	48255	758.3	837.87427826800
86	J	840.020	126.013	KARNES	Texas	48255	758.3	0.55264233062
83	I	840.020	126.013	KARNES	Texas	48255	758.3	0.55264233062
86	J	840.020	126.013	KARNES	Texas	48255	758.3	1.59305409906
86	J	886.145	117.673	WILSON	Texas	48493	799.9	0.03100350869
87	J	1002.105	134.845	DE WITT	Texas	48123	904.6	315.27706578900
86	J	1002.105	134.845	DE WITT	Texas	48123	904.6	0.00002710879
87	J	1002.105	134.845	DE WITT	Texas	48123	904.6	0.00002710879
150	T	1001.069	144.168	JACKSON	Texas	48239	903.7	997.96178019200
83	I	1002.105	134.845	DE WITT	Texas	48123	904.6	485.14562024600
83	I	1477.109	155.147	ATASCOSA	Texas	48013	1333.4	1477.10892607000
150	T	1107.613	128.940	LAVACA	Texas	48285	999.9	67.12199842850
83	I	1240.948	138.367	GONZALES	Texas	48177	1120.2	119.86851660800
87	J	1297.842	146.436	WHARTON	Texas	48481	1171.6	16.49604945470
86	J	1002.105	134.845	DE WITT	Texas	48123	904.6	99.73596571260
86	J	886.145	117.673	WILSON	Texas	48493	799.9	3.80443987513
83	I	886.145	117.673	WILSON	Texas	48493	799.9	3.80443987513
86	J	1240.948	138.367	GONZALES	Texas	48177	1120.2	8.20794181582
83	I	1240.948	138.367	GONZALES	Texas	48177	1120.2	8.20794181582
150	T	510.879	170.863	GALVESTON	Texas	48167	461.2	0.08112030076
83	I	832.130	114.807	GUADALUPE	Texas	48187	751.2	7.33104606667
86	J	832.130	114.807	GUADALUPE	Texas	48187	751.2	3.47770100760
83	I	832.130	114.807	GUADALUPE	Texas	48187	751.2	3.47770100760
86	J	832.130	114.807	GUADALUPE	Texas	48187	751.2	1.56280793887
87	J	886.145	117.673	WILSON	Texas	48493	799.9	3.39595525435
83	I	886.145	117.673	WILSON	Texas	48493	799.9	878.91371467400
86	J	1107.613	128.940	LAVACA	Texas	48285	999.9	8.02133561091
87	J	1107.613	128.940	LAVACA	Texas	48285	999.9	8.02133561091
150	T	510.879	170.863	GALVESTON	Texas	48167	461.2	422.26752990100
83	I	832.130	114.807	GUADALUPE	Texas	48187	751.2	39.97444510300
87	J	1107.613	128.940	LAVACA	Texas	48285	999.9	509.11318613800
83	I	1444.381	164.934	MEDINA	Texas	48325	1303.9	1155.20440631000
83	I	1403.313	147.514	BEXAR	Texas	48029	1266.8	830.08879632400
81	I	1403.313	147.514	BEXAR	Texas	48029	1266.8	0.29706228339
83	I	1403.313	147.514	BEXAR	Texas	48029	1266.8	0.29706228339
81	I	1444.381	164.934	MEDINA	Texas	48325	1303.9	30.16659593720
83	I	1444.381	164.934	MEDINA	Texas	48325	1303.9	30.16659593720
83	I	1752.483	168.046	UVALDE	Texas	48463	1582.0	1235.08288190000
81	I	1752.483	168.046	UVALDE	Texas	48463	1582.0	2.27873725428
83	I	1752.483	168.046	UVALDE	Texas	48463	1582.0	2.27873725428
151	T	510.879	170.863	GALVESTON	Texas	48167	461.2	88.53069660430
150	T	1491.358	161.829	BRAZORIA	Texas	48039	1346.3	1489.90753468000
150	T	1297.842	146.436	WHARTON	Texas	48481	1171.6	1281.34568498000
86	J	1107.613	128.940	LAVACA	Texas	48285	999.9	503.63227696800
81	I	1752.483	168.046	UVALDE	Texas	48463	1582.0	515.12130890300
86	J	956.844	123.918	COLORADO	Texas	48089	863.8	23.05990193850
87	J	1240.948	138.367	GONZALES	Texas	48177	1120.2	129.05186100100
81	I	1444.381	164.934	MEDINA	Texas	48325	1303.9	259.01043277500
81	I	2068.576	199.721	KINNEY	Texas	48271	1867.4	523.50941705400
83	I	2068.576	199.721	KINNEY	Texas	48271	1867.4	1373.19768576000
81	I	2068.576	199.721	KINNEY	Texas	48271	1867.4	58.12933449240
151	T	979.062	140.092	CHAMBERS	Texas	48071	883.8	168.37788262400
150	T	956.844	123.918	COLORADO	Texas	48089	863.8	323.97120251500
86	J	1403.313	147.514	BEXAR	Texas	48029	1266.8	358.46020110400
87	J	1240.948	138.367	GONZALES	Texas	48177	1120.2	93.60243512860
150	T	1040.416	121.904	FORT BEND	Texas	48157	939.2	1040.41557550000
81	I	1403.313	147.514	BEXAR	Texas	48029	1266.8	214.46745772800
86	J	1240.948	138.367	GONZALES	Texas	48177	1120.2	890.21721022800
87	J	832.130	114.807	GUADALUPE	Texas	48187	751.2	531.30229128000
83	I	26693.932	805.907	BEXAR DISTRICT	Texas	48030	24097.2	51.77395329230
86	J	545.113	94.960	CALDWELL	Texas	48055	492.1	57.59793202660
86	J	1138.159	131.802	FAYETTE	Texas	48149	1027.4	7.15397215163
86	J	832.130	114.807	GUADALUPE	Texas	48187	751.2	248.48186997900
150	T	979.062	140.092	CHAMBERS	Texas	48071	883.8	810.68420051700
87	J	956.844	123.918	COLORADO	Texas	48089	863.8	0.69321697714
87	J	956.844	123.918	COLORADO	Texas	48089	863.8	600.41418691800
87	J	1138.159	131.802	FAYETTE	Texas	48149	1027.4	92.55932186990
86	J	956.844	123.918	COLORADO	Texas	48089	863.8	8.70546042233
87	J	1138.159	131.802	FAYETTE	Texas	48149	1027.4	14.40581341290
86	J	570.769	111.072	COMAL	Texas	48091	515.2	289.62386652900
86	J	1022.430	133.048	BASTROP	Texas	48021	923.0	83.04847946090
87	J	545.113	94.960	CALDWELL	Texas	48055	492.1	242.91379030700
81	I	1065.468	158.918	BANDERA	Texas	48019	961.8	1065.46844523000
150	T	1126.406	153.146	AUSTIN	Texas	48015	1016.8	484.73152255300
151	T	1130.447	144.459	JEFFERSON	Texas	48245	1020.5	442.36740275100
86	J	1126.406	153.146	AUSTIN	Texas	48015	1016.8	84.01735241000
151	T	381.905	80.839	ORANGE	Texas	48361	344.8	42.51260825050
151	T	1764.639	216.283	CAMERON	Louisiana	22023	1593.0	582.37678575900
81	I	570.769	111.072	COMAL	Texas	48091	515.2	281.14540225100
86	J	545.113	94.960	CALDWELL	Texas	48055	492.1	244.60129929100
150	T	1454.733	165.357	LIBERTY	Texas	48291	1313.2	8.69648851380
150	T	1764.639	216.283	CAMERON	Louisiana	22023	1593.0	49.62152644040
86	J	1022.430	133.048	BASTROP	Texas	48021	923.0	30.69145005090
150	T	1947.394	206.202	HARRIS	Texas	48201	1758.0	1463.55216647000
86	J	1138.159	131.802	FAYETTE	Texas	48149	1027.4	605.08220703900
87	J	1055.408	143.847	TRAVIS	Texas	48453	952.7	0.64947569926
133	P	1130.447	144.459	JEFFERSON	Texas	48245	1020.5	10.30544897260
150	T	1130.447	144.459	JEFFERSON	Texas	48245	1020.5	20.51115639830
81	I	655.986	98.546	KENDALL	Texas	48259	592.2	655.98591282100
150	T	1130.447	144.459	JEFFERSON	Texas	48245	1020.5	559.00409832400
150	T	1029.130	127.130	HARDIN	Texas	48199	929.0	0.30213384744
150	T	1029.130	127.130	HARDIN	Texas	48199	929.0	0.49311178234
87	J	1138.159	131.802	FAYETTE	Texas	48149	1027.4	418.95811271100
87	J	1947.394	206.202	HARRIS	Texas	48201	1758.0	146.92269094900
133	P	1947.394	206.202	HARRIS	Texas	48201	1758.0	0.06148979843
87	J	1947.394	206.202	HARRIS	Texas	48201	1758.0	0.06148979843
150	T	381.905	80.839	ORANGE	Texas	48361	344.8	124.07436291700
133	P	1947.394	206.202	HARRIS	Texas	48201	1758.0	336.85765554200
133	P	1130.447	144.459	JEFFERSON	Texas	48245	1020.5	61.01696109170
86	J	777.171	114.004	HAYS	Texas	48209	701.6	430.83093469700
87	J	1126.406	153.146	AUSTIN	Texas	48015	1016.8	557.65690196600
133	P	1454.733	165.357	LIBERTY	Texas	48291	1313.2	81.17941954330
133	P	381.905	80.839	ORANGE	Texas	48361	344.8	215.31847924500
86	J	1022.430	133.048	BASTROP	Texas	48021	923.0	9.13669612381
87	J	942.985	167.626	WASHINGTON	Texas	48477	851.3	182.43728882800
150	T	4098.285	254.007	CALCASIEU	Louisiana	22019	3699.6	193.58891150600
150	T	1029.130	127.130	HARDIN	Texas	48199	929.0	8.98725712686
87	J	998.770	140.175	GRIMES	Texas	48185	901.6	171.51765905200
87	J	942.985	167.626	WASHINGTON	Texas	48477	851.3	0.39479003484
150	T	1454.733	165.357	LIBERTY	Texas	48291	1313.2	757.20645373300
81	I	1299.528	173.766	KERR	Texas	48265	1173.1	1299.52758153000
86	J	942.985	167.626	WASHINGTON	Texas	48477	851.3	291.22342444500
81	I	1138.249	142.308	EDWARDS	Texas	48137	1027.5	1138.24864697000
86	J	942.985	167.626	WASHINGTON	Texas	48477	851.3	44.35727913050
81	I	777.171	114.004	HAYS	Texas	48209	701.6	346.34053984800
81	I	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	320.04964064500
87	J	942.985	167.626	WASHINGTON	Texas	48477	851.3	424.57264219700
87	J	1022.430	133.048	BASTROP	Texas	48021	923.0	899.55378475700
86	J	1331.942	156.273	MONTGOMERY	Texas	48339	1202.4	54.81112132310
87	J	1055.408	143.847	TRAVIS	Texas	48453	952.7	20.52402623850
81	I	26693.932	805.907	BEXAR DISTRICT	Texas	48030	24097.2	7.92775398963
133	P	1454.733	165.357	LIBERTY	Texas	48291	1313.2	607.65072368400
86	J	1055.408	143.847	TRAVIS	Texas	48453	952.7	606.19801724300
81	I	1055.408	143.847	TRAVIS	Texas	48453	952.7	235.83889694900
81	I	846.420	116.984	BLANCO	Texas	48031	764.1	618.61299707100
82	I	846.420	116.984	BLANCO	Texas	48031	764.1	227.57024368500
82	I	1226.659	143.068	GILLESPIE	Texas	48171	1107.3	349.99221615900
81	I	1068.684	131.603	LLANO	Texas	48299	964.7	0.00599980457
86	J	619.821	116.068	BRAZOS	Texas	48041	559.5	30.95783785290
133	P	1029.130	127.130	HARDIN	Texas	48199	929.0	1019.34703954000
81	I	1226.659	143.068	GILLESPIE	Texas	48171	1107.3	873.19562913600
82	I	1226.659	143.068	GILLESPIE	Texas	48171	1107.3	0.00684379866
133	P	1331.942	156.273	MONTGOMERY	Texas	48339	1202.4	716.64394490400
133	P	1331.942	156.273	MONTGOMERY	Texas	48339	1202.4	1.33536906637
87	J	1331.942	156.273	MONTGOMERY	Texas	48339	1202.4	1.33536906637
82	I	1528.622	172.201	KIMBLE	Texas	48267	1379.9	0.71149480341
82	I	1528.622	172.201	KIMBLE	Texas	48267	1379.9	0.00221209870
81	I	1528.622	172.201	KIMBLE	Texas	48267	1379.9	0.00221209870
81	I	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	28.24727351950
81	I	1080.343	129.970	MASON	Texas	48319	975.3	19.63543852230
87	J	998.770	140.175	GRIMES	Texas	48185	901.6	12.01391662980
87	J	1245.770	150.479	WILLIAMSON	Texas	48491	1124.6	127.23418240600
81	I	26693.932	805.907	BEXAR DISTRICT	Texas	48030	24097.2	5.73011834958
86	J	998.770	140.175	GRIMES	Texas	48185	901.6	1.90043918171
87	J	998.770	140.175	GRIMES	Texas	48185	901.6	1.90043918171
81	I	1068.684	131.603	LLANO	Texas	48299	964.7	1.87591831862
87	J	1331.942	156.273	MONTGOMERY	Texas	48339	1202.4	557.68704928000
86	J	1331.942	156.273	MONTGOMERY	Texas	48339	1202.4	1.43753682126
87	J	1331.942	156.273	MONTGOMERY	Texas	48339	1202.4	1.43753682126
86	J	1331.942	156.273	MONTGOMERY	Texas	48339	1202.4	0.02642939167
85	J	1055.408	143.847	TRAVIS	Texas	48453	952.7	192.19771519700
87	J	1133.036	150.993	BURLESON	Texas	48051	1022.8	570.12465278800
87	J	1133.036	150.993	BURLESON	Texas	48051	1022.8	26.14976429760
87	J	1133.036	150.993	BURLESON	Texas	48051	1022.8	118.69523618700
86	J	1109.057	148.020	WALKER	Texas	48471	1001.2	0.90862230987
87	J	1109.057	148.020	WALKER	Texas	48471	1001.2	0.90862230987
86	J	1109.057	148.020	WALKER	Texas	48471	1001.2	2.19455399313
133	P	1109.057	148.020	WALKER	Texas	48471	1001.2	1.16188407370
87	J	1109.057	148.020	WALKER	Texas	48471	1001.2	1.16188407370
86	J	1133.036	150.993	BURLESON	Texas	48051	1022.8	418.06633545600
81	I	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	18.95822320890
81	I	1158.884	140.293	BURNET	Texas	48053	1046.2	208.57780451900
82	I	1528.622	172.201	KIMBLE	Texas	48267	1379.9	2.17134549019
81	I	1528.622	172.201	KIMBLE	Texas	48267	1379.9	2.17134549019
86	J	1145.087	134.325	MILAM	Texas	48331	1033.7	11.99431454840
82	I	1528.622	172.201	KIMBLE	Texas	48267	1379.9	62.74216842240
81	I	1528.622	172.201	KIMBLE	Texas	48267	1379.9	1462.99490110000
133	P	1109.057	148.020	WALKER	Texas	48471	1001.2	0.27237564409
87	J	1109.057	148.020	WALKER	Texas	48471	1001.2	0.27237564409
81	I	1087.208	138.533	MENARD	Texas	48327	981.4	4.73257039105
82	I	1087.208	138.533	MENARD	Texas	48327	981.4	1.32028911215
81	I	1087.208	138.533	MENARD	Texas	48327	981.4	1.32028911215
87	J	998.770	140.175	GRIMES	Texas	48185	901.6	13.40641357660
86	J	998.770	140.175	GRIMES	Texas	48185	901.6	0.17879621963
87	J	998.770	140.175	GRIMES	Texas	48185	901.6	0.17879621963
87	J	998.770	140.175	GRIMES	Texas	48185	901.6	55.24682945530
82	I	1080.343	129.970	MASON	Texas	48319	975.3	0.45607774943
81	I	1080.343	129.970	MASON	Texas	48319	975.3	0.45607774943
81	I	1080.343	129.970	MASON	Texas	48319	975.3	145.30809234100
82	I	1080.343	129.970	MASON	Texas	48319	975.3	1.47817569919
81	I	1080.343	129.970	MASON	Texas	48319	975.3	1.47817569919
86	J	1245.770	150.479	WILLIAMSON	Texas	48491	1124.6	651.11734007900
86	J	998.770	140.175	GRIMES	Texas	48185	901.6	744.50557591500
86	J	1109.057	148.020	WALKER	Texas	48471	1001.2	4.26793277573
86	J	1109.057	148.020	WALKER	Texas	48471	1001.2	5.44041305611
87	J	1109.057	148.020	WALKER	Texas	48471	1001.2	5.44041305611
42	D	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	0.11786593430
81	I	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	0.11786593430
133	P	4098.285	254.007	CALCASIEU	Louisiana	22019	3699.6	791.46402382700
87	J	619.821	116.068	BRAZOS	Texas	48041	559.5	478.79103749100
85	J	1245.770	150.479	WILLIAMSON	Texas	48491	1124.6	467.41857279200
87	J	619.821	116.068	BRAZOS	Texas	48041	559.5	29.34399469390
86	J	565.569	97.441	MADISON	Texas	48313	510.6	2.40215238482
87	J	565.569	97.441	MADISON	Texas	48313	510.6	2.40215238482
82	I	1068.684	131.603	LLANO	Texas	48299	964.7	1066.80227220000
81	I	26693.932	805.907	BEXAR DISTRICT	Texas	48030	24097.2	93.28589401520
81	I	26693.932	805.907	BEXAR DISTRICT	Texas	48030	24097.2	2.95453039519
81	I	26693.932	805.907	BEXAR DISTRICT	Texas	48030	24097.2	2.95453039519
86	J	565.569	97.441	MADISON	Texas	48313	510.6	87.52316458520
86	J	619.821	116.068	BRAZOS	Texas	48041	559.5	78.08057030140
81	I	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	0.00625327450
81	I	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	0.00625327450
87	J	1109.057	148.020	WALKER	Texas	48471	1001.2	502.40414540700
87	J	1109.057	148.020	WALKER	Texas	48471	1001.2	29.07069506160
133	P	1109.057	148.020	WALKER	Texas	48471	1001.2	0.21946459758
87	J	1109.057	148.020	WALKER	Texas	48471	1001.2	0.21946459758
82	I	1080.343	129.970	MASON	Texas	48319	975.3	913.46508452400
82	I	1158.884	140.293	BURNET	Texas	48053	1046.2	0.06411950554
81	I	1158.884	140.293	BURNET	Texas	48053	1046.2	0.06411950554
82	I	1158.884	140.293	BURNET	Texas	48053	1046.2	142.45108442000
82	I	1087.208	138.533	MENARD	Texas	48327	981.4	198.66366371100
85	J	1158.884	140.293	BURNET	Texas	48053	1046.2	8.47294919594
82	I	1158.884	140.293	BURNET	Texas	48053	1046.2	8.47294919594
133	P	947.564	132.625	POLK	Texas	48373	855.4	947.56412665400
85	J	1158.884	140.293	BURNET	Texas	48053	1046.2	779.35710905200
85	J	1158.884	140.293	BURNET	Texas	48053	1046.2	9.50648921267
81	I	1158.884	140.293	BURNET	Texas	48053	1046.2	5.38005811049
133	P	1109.057	148.020	WALKER	Texas	48471	1001.2	563.11656405200
86	J	1145.087	134.325	MILAM	Texas	48331	1033.7	396.04680338000
87	J	565.569	97.441	MADISON	Texas	48313	510.6	1.08664125016
82	I	1313.518	144.736	SAN SABA	Texas	48411	1185.7	5.36398663727
81	I	1313.518	144.736	SAN SABA	Texas	48411	1185.7	5.36398663727
133	P	2675.593	264.948	RAPIDES	Louisiana	22079	2415.3	46.75533514700
133	P	1061.071	131.452	TYLER	Texas	48457	957.9	1061.07090915000
86	J	565.569	97.441	MADISON	Texas	48313	510.6	40.44814922250
81	I	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	3.32668579905
82	I	1313.518	144.736	SAN SABA	Texas	48411	1185.7	273.52670142800
87	J	565.569	97.441	MADISON	Texas	48313	510.6	424.72356976700
87	J	1145.087	134.325	MILAM	Texas	48331	1033.7	737.04564337500
81	I	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	5345.47815323000
86	J	977.268	127.975	ROBERTSON	Texas	48395	882.2	361.11367035800
86	J	977.268	127.975	ROBERTSON	Texas	48395	882.2	0.26769942335
87	J	977.268	127.975	ROBERTSON	Texas	48395	882.2	0.26769942335
86	J	1225.408	145.921	LEON	Texas	48289	1106.2	121.74568639600
86	J	1225.408	145.921	LEON	Texas	48289	1106.2	9.05123951854
87	J	1225.408	145.921	LEON	Texas	48289	1106.2	9.05123951854
81	I	26693.932	805.907	BEXAR DISTRICT	Texas	48030	24097.2	5.92106255211
81	I	1087.208	138.533	MENARD	Texas	48327	981.4	879.61368851400
133	P	1042.480	187.298	JASPER	Texas	48241	941.1	1042.47999566000
85	J	1162.240	171.570	LAMPASAS	Texas	48281	1049.2	9.59004621544
133	P	1086.097	175.600	NEWTON	Texas	48351	980.4	1086.09711291000
81	I	1162.240	171.570	LAMPASAS	Texas	48281	1049.2	21.39532148240
82	I	1244.040	146.514	MCCULLOCH	Texas	48307	1123.0	278.51229072800
85	J	1261.775	141.902	BELL	Texas	48027	1139.0	532.72262104400
86	J	1261.775	141.902	BELL	Texas	48027	1139.0	9.52141845967
85	J	1261.775	141.902	BELL	Texas	48027	1139.0	9.52141845967
86	J	1261.775	141.902	BELL	Texas	48027	1139.0	719.53066291500
87	J	977.268	127.975	ROBERTSON	Texas	48395	882.2	615.88675629700
87	J	884.579	119.977	FALLS	Texas	48145	798.5	302.56696987300
133	P	1258.319	159.586	TRINITY	Texas	48455	1135.9	1258.31873916000
86	J	1230.315	140.021	CORYELL	Texas	48099	1110.6	14.03994403910
86	J	1230.315	140.021	CORYELL	Texas	48099	1110.6	5.81188324733
85	J	1230.315	140.021	CORYELL	Texas	48099	1110.6	5.81188324733
81	I	1313.518	144.736	SAN SABA	Texas	48411	1185.7	712.18811955200
80	H	1313.518	144.736	SAN SABA	Texas	48411	1185.7	4.70206077222
81	I	1313.518	144.736	SAN SABA	Texas	48411	1185.7	4.70206077222
80	H	1162.240	171.570	LAMPASAS	Texas	48281	1049.2	142.72748627200
86	J	1160.142	135.432	MCLENNAN	Texas	48309	1047.3	0.70944324952
85	J	1160.142	135.432	MCLENNAN	Texas	48309	1047.3	0.70944324952
81	I	1244.040	146.514	MCCULLOCH	Texas	48307	1123.0	853.42277251600
80	H	1244.040	146.514	MCCULLOCH	Texas	48307	1123.0	4.61919705743
81	I	1244.040	146.514	MCCULLOCH	Texas	48307	1123.0	4.61919705743
42	D	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	1173.86940031000
42	D	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	0.80268668623
42	D	23708.193	662.271	PRESIDIO	Texas	48377	21401.9	0.80268668623
86	J	884.579	119.977	FALLS	Texas	48145	798.5	582.01222620900
87	J	1356.555	161.009	HOUSTON	Texas	48225	1224.6	164.81787652800
87	J	1356.555	161.009	HOUSTON	Texas	48225	1224.6	45.64729899120
133	P	1356.555	161.009	HOUSTON	Texas	48225	1224.6	2.36981145032
87	J	1356.555	161.009	HOUSTON	Texas	48225	1224.6	2.36981145032
80	H	1313.518	144.736	SAN SABA	Texas	48411	1185.7	316.82725890500
80	H	1244.040	146.514	MCCULLOCH	Texas	48307	1123.0	38.59195618280
78	H	1244.040	146.514	MCCULLOCH	Texas	48307	1123.0	66.83729486970
133	P	985.913	135.993	ANGELINA	Texas	48005	890.0	985.91285709400
81	I	1447.972	150.058	COLEMAN	Texas	48083	1307.1	35.83938152460
80	H	1447.972	150.058	COLEMAN	Texas	48083	1307.1	0.93450520485
81	I	1447.972	150.058	COLEMAN	Texas	48083	1307.1	0.93450520485
87	J	1173.576	153.312	ANDERSON	Texas	48001	1059.4	3.32360426443
133	P	580.006	103.045	SABINE	Texas	48403	523.6	580.00576745300
87	J	1173.576	153.312	ANDERSON	Texas	48001	1059.4	3.01083223506
133	P	1173.576	153.312	ANDERSON	Texas	48001	1059.4	0.27503864678
87	J	1173.576	153.312	ANDERSON	Texas	48001	1059.4	0.27503864678
133	P	1356.555	161.009	HOUSTON	Texas	48225	1224.6	1143.72022278000
133	P	1225.408	145.921	LEON	Texas	48289	1106.2	1.10250625161
133	P	1225.408	145.921	LEON	Texas	48289	1106.2	0.11447493282
87	J	1225.408	145.921	LEON	Texas	48289	1106.2	0.11447493282
87	J	1225.408	145.921	LEON	Texas	48289	1106.2	1.96728287011
87	J	1225.408	145.921	LEON	Texas	48289	1106.2	1091.42682602000
78	H	1147.852	133.046	CONCHO	Texas	48095	1036.2	56.16384796040
78	H	1159.615	136.322	RUNNELS	Texas	48399	1046.8	0.00028155810
81	I	1147.852	133.046	CONCHO	Texas	48095	1036.2	778.50929518400
78	H	1147.852	133.046	CONCHO	Texas	48095	1036.2	313.17902239400
87	J	1019.118	126.967	LIMESTONE	Texas	48293	920.0	467.72124638800
133	P	671.319	113.282	SAN AUGUSTINE	Texas	48405	606.0	671.31883984100
85	J	1160.142	135.432	MCLENNAN	Texas	48309	1047.3	93.94480861240
