FID_us1880	AREA	PERIMETER	COUNTY	STATE	ID	CNTY_AREA	FID_us1870	AREA_1	PERIMETE_1	COUNTY_1	STATE_1	ID_1	CNTY_ARE_1	new_area
10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	64	9543.126	424.239	IDAHO	Idaho	16049	8614.8	0.000
10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	69	5540.552	362.030	BEAVER HEAD	Montana	30001	5001.6	151.070
10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	80	4747.000	328.588	LEMHI	Idaho	16059	4285.2	1.038
11	1011.035	202.591	MASON	Washington	53045	912.7	5	2076.115	304.893	JEFFERSON	Washington	53031	1874.2	3.333
11	1011.035	202.591	MASON	Washington	53045	912.7	9	2066.593	253.281	CHEHALIS	Washington	53081	1865.6	11.180
11	1011.035	202.591	MASON	Washington	53045	912.7	11	993.570	200.424	MASON	Washington	53045	896.9	992.493
11	1011.035	202.591	MASON	Washington	53045	912.7	17	690.232	155.094	THURSTON	Washington	53067	623.1	4.029
12	2319.849	234.470	KING	Washington	53033	2094.2	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	0.002
12	2319.849	234.470	KING	Washington	53033	2094.2	6	2341.395	226.402	SNOHOMISH	Washington	53061	2113.6	9.593
12	2319.849	234.470	KING	Washington	53033	2094.2	12	2310.204	234.129	KING	Washington	53033	2085.5	2310.204
12	2319.849	234.470	KING	Washington	53033	2094.2	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	0.050
13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	9766.091
14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	5595.565
14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	16	16341.592	513.072	CHOTEAU	Montana	30015	14751.9	16341.592
14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	19	43443.277	1090.762	BIG HORN	Montana	30003	39217.2	6480.880
14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2.914
14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	31	3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	0.010
14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	43	11390.034	465.334	MEAGHER	Montana	30059	10282.0	17.747
15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	0.456
15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	6	2341.395	226.402	SNOHOMISH	Washington	53061	2113.6	0.017
15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	8050.916
15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	1.314
15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	1400.989
16	7766.643	465.764	AROOSTOOK	Maine	23003	7011.1	15	7766.643	465.764	AROOSTOOK	Maine	23003	7011.1	7766.643
17	790.834	171.683	THURSTON	Washington	53067	713.9	9	2066.593	253.281	CHEHALIS	Washington	53081	1865.6	12.860
17	790.834	171.683	THURSTON	Washington	53067	713.9	11	993.570	200.424	MASON	Washington	53045	896.9	0.898
17	790.834	171.683	THURSTON	Washington	53067	713.9	17	690.232	155.094	THURSTON	Washington	53067	623.1	686.066
17	790.834	171.683	THURSTON	Washington	53067	713.9	20	2407.470	259.849	LEWIS	Washington	53041	2173.3	89.843
17	790.834	171.683	THURSTON	Washington	53067	713.9	2319	0.000	0.000	PIERCE	Washington	53053	1689.9	1.169
18	951.039	203.490	PACIFIC	Washington	53049	858.5	18	1113.426	211.434	PACIFIC	Washington	53049	1005.1	951.038
19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	10	20794.699	763.654	MISSOULA	Montana	30063	18771.8	6.853
19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	7719.952
19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	31	3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	46.221
19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	69	5540.552	362.030	BEAVER HEAD	Montana	30001	5001.6	359.048
19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	87	5016.861	321.138	MADISON	Montana	30057	4528.8	0.049
20	2678.441	263.560	LEWIS	Washington	53041	2417.9	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	36.509
20	2678.441	263.560	LEWIS	Washington	53041	2417.9	18	1113.426	211.434	PACIFIC	Washington	53049	1005.1	13.480
20	2678.441	263.560	LEWIS	Washington	53041	2417.9	20	2407.470	259.849	LEWIS	Washington	53041	2173.3	2313.426
20	2678.441	263.560	LEWIS	Washington	53041	2417.9	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	73.120
20	2678.441	263.560	LEWIS	Washington	53041	2417.9	26	425.635	99.201	COWLITZ	Washington	53015	384.2	0.011
20	2678.441	263.560	LEWIS	Washington	53041	2417.9	28	1513.351	167.716	CLARKE	Washington	53011	1366.1	0.213
20	2678.441	263.560	LEWIS	Washington	53041	2417.9	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	237.420
20	2678.441	263.560	LEWIS	Washington	53041	2417.9	2319	0.000	0.000	PIERCE	Washington	53053	1689.9	4.261
21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	5508.934
22	29632.248	697.842	DAWSON	Montana	30021	26749.7	19	43443.277	1090.762	BIG HORN	Montana	30003	39217.2	10.458
22	29632.248	697.842	DAWSON	Montana	30021	26749.7	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	29621.790
23	6950.332	431.420	BELTRAMI	Minnesota	27007	6274.2	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	3419.566
23	6950.332	431.420	BELTRAMI	Minnesota	27007	6274.2	35	6926.054	516.453	ITASCA	Minnesota	27061	6252.3	255.383
23	6950.332	431.420	BELTRAMI	Minnesota	27007	6274.2	47	4977.805	292.149	POLK	Minnesota	27119	4493.6	0.085
23	6950.332	431.420	BELTRAMI	Minnesota	27007	6274.2	48	3275.441	268.973	BELTRAMI	Minnesota	27007	2956.8	3275.297
24	268.052	89.482	WAHKIAKUM	Washington	53069	242.0	18	1113.426	211.434	PACIFIC	Washington	53049	1005.1	140.236
24	268.052	89.482	WAHKIAKUM	Washington	53069	242.0	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	127.816
25	3827.202	277.301	WALLETTE	North Dakota	38123	3454.9	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	3827.202
26	5931.062	402.714	WHITMAN	Washington	53075	5354.1	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	5894.440
26	5931.062	402.714	WHITMAN	Washington	53075	5354.1	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	3.864
26	5931.062	402.714	WHITMAN	Washington	53075	5354.1	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	32.757
27	3146.853	267.126	MOUNTRAILLE	North Dakota	38061	2840.7	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	3146.853
28	1037.717	152.595	CLATSOP	Oregon	41007	936.8	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	0.001
28	1037.717	152.595	CLATSOP	Oregon	41007	936.8	25	1037.722	152.596	CLATSOP	Oregon	41007	936.8	1037.711
28	1037.717	152.595	CLATSOP	Oregon	41007	936.8	36	1427.210	223.737	TILLAMOOK	Oregon	41057	1288.4	0.004
29	1307.351	165.587	COWLITZ	Washington	53015	1180.2	20	2407.470	259.849	LEWIS	Washington	53041	2173.3	1.233
29	1307.351	165.587	COWLITZ	Washington	53015	1180.2	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	0.403
29	1307.351	165.587	COWLITZ	Washington	53015	1180.2	26	425.635	99.201	COWLITZ	Washington	53015	384.2	425.624
29	1307.351	165.587	COWLITZ	Washington	53015	1180.2	28	1513.351	167.716	CLARKE	Washington	53011	1366.1	825.467
29	1307.351	165.587	COWLITZ	Washington	53015	1180.2	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	54.624
30	2220.229	193.514	RENVILLE	North Dakota	38075	1984.2	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2220.229
31	4772.634	338.438	PISCATAQUIS	Maine	23021	4308.4	27	4772.634	338.438	PISCATAQUIS	Maine	23021	4308.4	4772.634
32	2067.262	186.194	BOTTINEAU	North Dakota	38009	1847.4	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2067.262
33	1884.421	178.625	ROLETTE	North Dakota	38079	1684.1	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1884.421
34	1984.630	184.217	CAVALIER	North Dakota	38019	1773.6	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1974.114
34	1984.630	184.217	CAVALIER	North Dakota	38019	1773.6	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	10.516
35	3947.462	391.430	PENOBSCOT	Maine	23019	3563.5	30	3947.462	391.430	PENOBSCOT	Maine	23019	3563.5	3947.462
36	3092.984	395.020	LEWIS AND CLARKE	Montana	30049	2792.1	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	55.366
36	3092.984	395.020	LEWIS AND CLARKE	Montana	30049	2792.1	31	3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	2940.538
36	3092.984	395.020	LEWIS AND CLARKE	Montana	30049	2792.1	43	11390.034	465.334	MEAGHER	Montana	30059	10282.0	97.080
37	2549.841	205.340	PEMBINA	North Dakota	38067	2301.8	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	170.311
37	2549.841	205.340	PEMBINA	North Dakota	38067	2301.8	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	2379.483
38	2526.879	223.768	KITTSON/PEMBINA	Minnesota	27069	2281.1	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	2526.879
39	1865.865	193.955	SKAMANIA	Washington	53059	1684.4	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	0.685
39	1865.865	193.955	SKAMANIA	Washington	53059	1684.4	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	1865.180
40	4486.390	433.480	SOMERSET	Maine	23025	4050.0	33	4486.390	433.480	SOMERSET	Maine	23025	4050.0	4486.390
41	756.519	114.100	COLUMBIA	Oregon	41009	682.9	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	0.001
41	756.519	114.100	COLUMBIA	Oregon	41009	682.9	25	1037.722	152.596	CLATSOP	Oregon	41007	936.8	0.000
41	756.519	114.100	COLUMBIA	Oregon	41009	682.9	34	756.518	114.099	COLUMBIA	Oregon	41009	682.9	756.518
42	2810.807	267.502	NEZ PERCES	Idaho	16069	2537.4	7	14689.742	831.182	NEZ PERCES	Idaho	16069	13260.8	2810.807
43	6297.162	397.213	ITASCA	Minnesota	27061	5684.6	35	6926.054	516.453	ITASCA	Minnesota	27061	6252.3	6271.022
43	6297.162	397.213	ITASCA	Minnesota	27061	5684.6	48	3275.441	268.973	BELTRAMI	Minnesota	27007	2956.8	0.144
43	6297.162	397.213	ITASCA	Minnesota	27061	5684.6	60	5614.156	379.112	CASS	Minnesota	27021	5068.0	25.996
44	730.346	120.336	CLARKE	Washington	53011	659.3	28	1513.351	167.716	CLARKE	Washington	53011	1366.1	687.600
44	730.346	120.336	CLARKE	Washington	53011	659.3	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	42.745
45	1427.214	223.738	TILLAMOOK	Oregon	41057	1288.4	25	1037.722	152.596	CLATSOP	Oregon	41007	936.8	0.006
45	1427.214	223.738	TILLAMOOK	Oregon	41057	1288.4	36	1427.210	223.737	TILLAMOOK	Oregon	41057	1288.4	1427.202
45	1427.214	223.738	TILLAMOOK	Oregon	41057	1288.4	38	780.556	148.838	WASHINGTON	Oregon	41067	704.6	0.001
45	1427.214	223.738	TILLAMOOK	Oregon	41057	1288.4	45	757.874	142.843	YAMHILL	Oregon	41071	684.1	0.000
45	1427.214	223.738	TILLAMOOK	Oregon	41057	1288.4	53	741.307	125.480	POLK	Oregon	41053	669.2	0.004
46	7436.140	409.692	ST LOUIS	Minnesota	27137	6712.8	37	7436.140	409.692	ST LOUIS	Minnesota	27137	6712.8	7436.140
47	780.557	148.837	WASHINGTON	Oregon	41067	704.6	25	1037.722	152.596	CLATSOP	Oregon	41007	936.8	0.003
47	780.557	148.837	WASHINGTON	Oregon	41067	704.6	36	1427.210	223.737	TILLAMOOK	Oregon	41057	1288.4	0.001
47	780.557	148.837	WASHINGTON	Oregon	41067	704.6	38	780.556	148.838	WASHINGTON	Oregon	41067	704.6	780.553
48	2025.545	205.962	MARSHALL	Minnesota	27089	1828.5	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	2016.265
48	2025.545	205.962	MARSHALL	Minnesota	27089	1828.5	47	4977.805	292.149	POLK	Minnesota	27119	4493.6	9.280
49	2597.521	309.227	KLICKITAT	Washington	53039	2344.8	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	83.858
49	2597.521	309.227	KLICKITAT	Washington	53039	2344.8	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	2513.663
49	2597.521	309.227	KLICKITAT	Washington	53039	2344.8	51	5631.589	361.109	UMATILLA	Oregon	41059	5083.8	0.000
50	3067.214	316.169	WASHINGTON	Maine	23029	2768.8	40	3067.214	316.169	WASHINGTON	Maine	23029	2768.8	3067.214
51	1417.680	177.208	WALLA WALLA	Washington	53071	1279.8	41	3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	1417.680
52	3637.797	304.448	STEVENS	North Dakota	38121	3283.9	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	3637.797
53	2462.169	220.067	COLUMBIA	Washington	53013	2222.7	41	3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	2462.168
53	2462.169	220.067	COLUMBIA	Washington	53013	2222.7	55	7290.618	378.376	UNION	Oregon	41061	6581.4	0.000
54	1798.201	173.579	MCHENRY	North Dakota	38049	1607.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1798.201
55	487.635	137.696	MULTNOMAH	Oregon	41051	440.2	28	1513.351	167.716	CLARKE	Washington	53011	1366.1	0.069
55	487.635	137.696	MULTNOMAH	Oregon	41051	440.2	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	0.008
55	487.635	137.696	MULTNOMAH	Oregon	41051	440.2	42	487.557	137.701	MULTNOMAH	Oregon	41051	440.1	487.557
56	1668.942	168.505		North Dakota	38127	1491.5	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1668.942
57	1735.436	173.968	RAMSEY	North Dakota	38071	1566.6	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1277.340
57	1735.436	173.968	RAMSEY	North Dakota	38071	1566.6	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	458.096
58	2992.957	230.111	GRAND FORKS	North Dakota	38035	2701.8	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	21.965
58	2992.957	230.111	GRAND FORKS	North Dakota	38035	2701.8	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	2970.992
59	15494.979	579.195	MEAGHER	Montana	30059	13987.7	19	43443.277	1090.762	BIG HORN	Montana	30003	39217.2	4128.375
59	15494.979	579.195	MEAGHER	Montana	30059	13987.7	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	72.361
59	15494.979	579.195	MEAGHER	Montana	30059	13987.7	31	3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	19.698
59	15494.979	579.195	MEAGHER	Montana	30059	13987.7	43	11390.034	465.334	MEAGHER	Montana	30059	10282.0	11274.546
60	5721.501	333.840	HOWARD	North Dakota	38119	5164.9	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	5721.501
61	1878.990	229.730	COOK	Minnesota	27031	1696.2	44	4501.451	366.996	LAKE	Minnesota	27075	4063.6	1878.990
62	757.878	142.843	YAMHILL	Oregon	41071	684.2	36	1427.210	223.737	TILLAMOOK	Oregon	41057	1288.4	0.003
62	757.878	142.843	YAMHILL	Oregon	41071	684.2	38	780.556	148.838	WASHINGTON	Oregon	41067	704.6	0.003
62	757.878	142.843	YAMHILL	Oregon	41071	684.2	45	757.874	142.843	YAMHILL	Oregon	41071	684.1	757.872
62	757.878	142.843	YAMHILL	Oregon	41071	684.2	49	2012.157	206.550	CLACKAMAS	Oregon	41005	1816.4	0.000
62	757.878	142.843	YAMHILL	Oregon	41071	684.2	50	1268.825	233.123	MARION	Oregon	41047	1145.4	0.000
63	2622.461	246.955	LAKE	Minnesota	27075	2367.4	44	4501.451	366.996	LAKE	Minnesota	27075	4063.6	2622.461
64	14885.478	587.233	WASCO	Oregon	41065	13437.5	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	0.004
64	14885.478	587.233	WASCO	Oregon	41065	13437.5	46	22467.291	798.876	WASCO	Oregon	41065	20281.7	14885.458
64	14885.478	587.233	WASCO	Oregon	41065	13437.5	49	2012.157	206.550	CLACKAMAS	Oregon	41005	1816.4	0.001
64	14885.478	587.233	WASCO	Oregon	41065	13437.5	50	1268.825	233.123	MARION	Oregon	41047	1145.4	0.000
64	14885.478	587.233	WASCO	Oregon	41065	13437.5	51	5631.589	361.109	UMATILLA	Oregon	41059	5083.8	0.001
64	14885.478	587.233	WASCO	Oregon	41065	13437.5	58	2800.304	247.883	LINN	Oregon	41043	2527.9	0.000
64	14885.478	587.233	WASCO	Oregon	41065	13437.5	68	19334.684	610.263	GRANT	Oregon	41023	17453.9	0.014
65	2012.154	206.550	CLACKAMAS	Oregon	41005	1816.4	46	22467.291	798.876	WASCO	Oregon	41065	20281.7	0.000
65	2012.154	206.550	CLACKAMAS	Oregon	41005	1816.4	49	2012.157	206.550	CLACKAMAS	Oregon	41005	1816.4	2012.154
66	1268.828	233.122	MARION	Oregon	41047	1145.4	45	757.874	142.843	YAMHILL	Oregon	41071	684.1	0.001
66	1268.828	233.122	MARION	Oregon	41047	1145.4	49	2012.157	206.550	CLACKAMAS	Oregon	41005	1816.4	0.002
66	1268.828	233.122	MARION	Oregon	41047	1145.4	50	1268.825	233.123	MARION	Oregon	41047	1145.4	1268.825
66	1268.828	233.122	MARION	Oregon	41047	1145.4	58	2800.304	247.883	LINN	Oregon	41043	2527.9	0.001
67	5631.643	361.111	UMATILLA	Oregon	41059	5083.8	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	0.001
67	5631.643	361.111	UMATILLA	Oregon	41059	5083.8	46	22467.291	798.876	WASCO	Oregon	41065	20281.7	0.008
67	5631.643	361.111	UMATILLA	Oregon	41059	5083.8	51	5631.589	361.109	UMATILLA	Oregon	41059	5083.8	5631.584
67	5631.643	361.111	UMATILLA	Oregon	41059	5083.8	55	7290.618	378.376	UNION	Oregon	41061	6581.4	0.012
67	5631.643	361.111	UMATILLA	Oregon	41059	5083.8	68	19334.684	610.263	GRANT	Oregon	41023	17453.9	0.039
68	1932.329	209.153	WILLIAMS	North Dakota	38105	1744.4	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1932.329
69	1640.999	285.683	HANCOCK	Maine	23009	1481.4	52	1640.999	285.683	HANCOCK	Maine	23009	1481.4	1640.999
70	741.304	125.479	POLK	Oregon	41053	669.2	45	757.874	142.843	YAMHILL	Oregon	41071	684.1	0.000
70	741.304	125.479	POLK	Oregon	41053	669.2	53	741.307	125.480	POLK	Oregon	41053	669.2	741.303
70	741.304	125.479	POLK	Oregon	41053	669.2	58	2800.304	247.883	LINN	Oregon	41043	2527.9	0.000
71	14146.676	614.073	IDAHO	Idaho	16049	12770.5	7	14689.742	831.182	NEZ PERCES	Idaho	16069	13260.8	5989.605
71	14146.676	614.073	IDAHO	Idaho	16049	12770.5	55	7290.618	378.376	UNION	Oregon	41061	6581.4	0.000
71	14146.676	614.073	IDAHO	Idaho	16049	12770.5	64	9543.126	424.239	IDAHO	Idaho	16049	8614.8	8152.444
71	14146.676	614.073	IDAHO	Idaho	16049	12770.5	129	3272.857	227.216	BOISE	Idaho	16015	2954.5	4.627
72	1656.504	170.097	SHERIDAN	North Dakota	38083	1480.4	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1656.503
73	1958.517	259.480	FRANKLIN	Maine	23007	1768.0	54	1958.517	259.480	FRANKLIN	Maine	23007	1768.0	1958.517
74	1700.291	170.665		North Dakota	38117	1519.5	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1700.291
75	1712.414	168.923	FOSTER	North Dakota	38031	1545.8	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1604.065
75	1712.414	168.923	FOSTER	North Dakota	38031	1545.8	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	108.349
76	7291.073	378.607	UNION	Oregon	41061	6581.8	51	5631.589	361.109	UMATILLA	Oregon	41059	5083.8	0.005
76	7291.073	378.607	UNION	Oregon	41061	6581.8	55	7290.618	378.376	UNION	Oregon	41061	6581.4	7290.281
76	7291.073	378.607	UNION	Oregon	41061	6581.8	68	19334.684	610.263	GRANT	Oregon	41023	17453.9	0.786
76	7291.073	378.607	UNION	Oregon	41061	6581.8	85	12465.818	553.000	BAKER	Oregon	41001	11253.2	0.001
77	1298.075	159.452	BENTON	Oregon	41003	1171.8	56	1298.076	159.452	BENTON	Oregon	41003	1171.8	1298.075
78	2068.305	194.085	TRAILL	North Dakota	38097	1867.1	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	239.974
78	2068.305	194.085	TRAILL	North Dakota	38097	1867.1	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	1828.331
79	370.475	97.626	KEWEENAW	Michigan	26083	570.0	57	370.475	97.626	KEWEENAW	Michigan	26083	334.4	370.475
80	967.734	137.777	MERCER	North Dakota	38057	864.8	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	967.734
81	2800.305	247.882	LINN	Oregon	41043	2527.9	46	22467.291	798.876	WASCO	Oregon	41065	20281.7	0.002
81	2800.305	247.882	LINN	Oregon	41043	2527.9	53	741.307	125.480	POLK	Oregon	41053	669.2	0.000
81	2800.305	247.882	LINN	Oregon	41043	2527.9	58	2800.304	247.883	LINN	Oregon	41043	2527.9	2800.303
82	2362.306	311.030	OXFORD	Maine	23017	2132.5	59	2362.306	311.030	OXFORD	Maine	23017	2132.5	2362.306
83	4748.383	398.116	CASS	Minnesota	27021	4286.5	60	5614.156	379.112	CASS	Minnesota	27021	5068.0	4741.283
83	4748.383	398.116	CASS	Minnesota	27021	4286.5	98	707.023	117.384	CROW WING	Minnesota	27035	638.2	1.754
83	4748.383	398.116	CASS	Minnesota	27021	4286.5	99	1135.673	141.325	AITKIN	Minnesota	27001	1025.2	5.346
84	2651.217	213.684	JEFFERSON	Montana	30043	2393.3	61	2651.217	213.684	JEFFERSON	Montana	30043	2393.3	2651.217
85	2020.725	226.733	COOS	New Hampshire	33007	1824.2	62	2020.725	226.733	COOS	New Hampshire	33007	1824.2	2020.725
86	1120.359	196.502	HOUGHTON	Michigan	26061	1011.4	63	2137.995	279.759	HOUGHTON	Michigan	26061	1930.0	1120.359
87	2925.849	239.920	BURLEIGH	North Dakota	38015	2641.2	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2925.849
88	1638.439	171.810	KIDDER	North Dakota	38043	1479.1	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1638.439
89	32823.777	779.013	CUSTER	Montana	30017	29630.8	19	43443.277	1090.762	BIG HORN	Montana	30003	39217.2	32823.564
89	32823.777	779.013	CUSTER	Montana	30017	29630.8	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	0.212
90	2224.913	192.483	STUTSMAN	North Dakota	38093	2008.5	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2224.913
91	1806.494	181.357	BARNES	North Dakota	38003	1630.8	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1136.999
