FID_us1910	AREA	PERIMETER	COUNTY	STATE	ID	CNTY_AREA	FID_us1870	AREA_1	PERIMETE_1	COUNTY_1	STATE_1	ID_1	CNTY_ARE_1	new_area
38	1256.581	153.722	BURKE	North Dakota	38013	1113.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1256.146
39	881.070	139.197	CLATSOP	Oregon	41007	821.0	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	0.000
39	881.070	139.197	CLATSOP	Oregon	41007	821.0	25	1037.722	152.596	CLATSOP	Oregon	41007	936.8	881.062
39	881.070	139.197	CLATSOP	Oregon	41007	821.0	34	756.518	114.099	COLUMBIA	Oregon	41009	682.9	0.001
40	1307.350	165.587	COWLITZ	Washington	53015	1153.0	20	2407.470	259.849	LEWIS	Washington	53041	2173.3	1.233
40	1307.350	165.587	COWLITZ	Washington	53015	1153.0	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	0.403
40	1307.350	165.587	COWLITZ	Washington	53015	1153.0	26	425.635	99.201	COWLITZ	Washington	53015	384.2	425.624
40	1307.350	165.587	COWLITZ	Washington	53015	1153.0	28	1513.351	167.716	CLARKE	Washington	53011	1366.1	825.467
40	1307.350	165.587	COWLITZ	Washington	53015	1153.0	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	54.623
41	1004.015	170.182	RENVILLE	North Dakota	38075	899.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1004.003
42	4772.634	338.438	PISCATAQUIS	Maine	23021	3770.0	27	4772.634	338.438	PISCATAQUIS	Maine	23021	4308.4	4772.634
43	1881.575	208.713	BOTTINEAU	North Dakota	38009	1681.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1881.575
44	1029.800	131.497	ROLETTE	North Dakota	38079	918.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1029.784
45	2404.568	247.806	WHITMAN	Washington	53075	2108.0	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	2404.562
45	2404.568	247.806	WHITMAN	Washington	53075	2108.0	41	3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	0.006
46	1162.151	143.626	TOWNER	North Dakota	38095	1037.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1162.151
47	3947.462	391.430	PENOBSCOT	Maine	23019	3258.0	30	3947.462	391.430	PENOBSCOT	Maine	23019	3563.5	3947.462
48	1694.407	170.738	CAVALIER	North Dakota	38019	1494.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1165.768
48	1694.407	170.738	CAVALIER	North Dakota	38019	1494.0	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	528.638
49	3917.837	384.920	LEWIS AND CLARK	Montana	30049	3465.0	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	834.352
49	3917.837	384.920	LEWIS AND CLARK	Montana	30049	3465.0	31	3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	2839.235
49	3917.837	384.920	LEWIS AND CLARK	Montana	30049	3465.0	43	11390.034	465.334	MEAGHER	Montana	30059	10282.0	244.114
49	3917.837	384.920	LEWIS AND CLARK	Montana	30049	3465.0	61	2651.217	213.684	JEFFERSON	Montana	30043	2393.3	0.135
50	1201.646	139.638	PEMBINA	North Dakota	38067	1117.0	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	0.006
50	1201.646	139.638	PEMBINA	North Dakota	38067	1117.0	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	1201.640
51	1268.800	148.582	KITTSON/PEMBINA	Minnesota	27069	1111.0	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	1268.728
51	1268.800	148.582	KITTSON/PEMBINA	Minnesota	27069	1111.0	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	0.007
52	1844.705	195.535	ROSEAU	Minnesota	27135	1670.0	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	1844.678
53	1862.781	194.260	SKAMANIA	Washington	53059	1685.0	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	0.685
53	1862.781	194.260	SKAMANIA	Washington	53059	1685.0	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	1862.096
54	4486.390	433.480	SOMERSET	Maine	23025	3633.0	33	4486.390	433.480	SOMERSET	Maine	23025	4050.0	4486.390
55	756.518	114.101	COLUMBIA	Oregon	41009	662.0	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	0.001
55	756.518	114.101	COLUMBIA	Oregon	41009	662.0	25	1037.722	152.596	CLATSOP	Oregon	41007	936.8	0.003
55	756.518	114.101	COLUMBIA	Oregon	41009	662.0	34	756.518	114.099	COLUMBIA	Oregon	41009	682.9	756.514
56	2232.648	260.058	WARD	North Dakota	38101	2054.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2232.648
57	4942.472	429.731	MISSOULA	Montana	30063	4243.0	10	20794.699	763.654	MISSOULA	Montana	30063	18771.8	4697.481
57	4942.472	429.731	MISSOULA	Montana	30063	4243.0	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	244.988
57	4942.472	429.731	MISSOULA	Montana	30063	4243.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	0.003
58	2400.118	233.083	WILLIAMS	North Dakota	38105	2138.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2400.118
59	1420.416	180.345	FRANKLIN	Washington	53021	1206.0	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	1383.791
59	1420.416	180.345	FRANKLIN	Washington	53021	1206.0	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	3.864
59	1420.416	180.345	FRANKLIN	Washington	53021	1206.0	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	32.757
59	1420.416	180.345	FRANKLIN	Washington	53021	1206.0	41	3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	0.003
60	1919.565	194.260	BENTON	Washington	53005	1671.0	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	956.039
60	1919.565	194.260	BENTON	Washington	53005	1671.0	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	963.417
60	1919.565	194.260	BENTON	Washington	53005	1671.0	51	5631.589	361.109	UMATILLA	Oregon	41059	5083.8	0.110
61	1219.781	154.284	LATAH	Idaho	16057	1128.0	7	14689.742	831.182	NEZ PERCES	Idaho	16069	13260.8	1219.780
61	1219.781	154.284	LATAH	Idaho	16057	1128.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	0.000
62	2490.953	304.766	POWELL	Montana	30077	2559.0	10	20794.699	763.654	MISSOULA	Montana	30063	18771.8	6.799
62	2490.953	304.766	POWELL	Montana	30077	2559.0	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	2484.154
63	2125.298	211.093	MOUNTRAIL	North Dakota	38061	1914.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2125.298
64	2118.429	196.859	MCHENRY	North Dakota	38049	1888.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2118.429
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	25	1037.722	152.596	CLATSOP	Oregon	41007	936.8	146.877
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	34	756.518	114.099	COLUMBIA	Oregon	41009	682.9	0.000
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	36	1427.210	223.737	TILLAMOOK	Oregon	41057	1288.4	1006.182
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	38	780.556	148.838	WASHINGTON	Oregon	41067	704.6	0.001
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	45	757.874	142.843	YAMHILL	Oregon	41071	684.1	2.088
66	3475.010	263.038	KOOCHICHING	Minnesota	27071	3141.0	35	6926.054	516.453	ITASCA	Minnesota	27061	6252.3	3474.792
66	3475.010	263.038	KOOCHICHING	Minnesota	27071	3141.0	37	7436.140	409.692	ST LOUIS	Minnesota	27137	6712.8	0.001
66	3475.010	263.038	KOOCHICHING	Minnesota	27071	3141.0	48	3275.441	268.973	BELTRAMI	Minnesota	27007	2956.8	0.144
67	730.353	120.336	CLARK	Washington	53011	634.0	28	1513.351	167.716	CLARKE	Washington	53011	1366.1	687.600
67	730.353	120.336	CLARK	Washington	53011	634.0	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	42.745
67	730.353	120.336	CLARK	Washington	53011	634.0	42	487.557	137.701	MULTNOMAH	Oregon	41051	440.1	0.007
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	35	6926.054	516.453	ITASCA	Minnesota	27061	6252.3	0.003
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	37	7436.140	409.692	ST LOUIS	Minnesota	27137	6712.8	7436.075
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	44	4501.451	366.996	LAKE	Minnesota	27075	4063.6	0.003
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	91	929.906	125.220	CARLTON	Minnesota	27017	839.4	0.000
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	92	1457.865	166.093	DOUGLAS	Wisconsin	55031	1316.0	0.004
69	1178.059	178.945	PIERCE	North Dakota	38069	1055.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1178.059
70	4014.123	348.932	CASCADE	Montana	30013	3384.0	16	16341.592	513.072	CHOTEAU	Montana	30015	14751.9	910.240
70	4014.123	348.932	CASCADE	Montana	30013	3384.0	31	3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	140.161
70	4014.123	348.932	CASCADE	Montana	30013	3384.0	43	11390.034	465.334	MEAGHER	Montana	30059	10282.0	2963.722
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	25	1037.722	152.596	CLATSOP	Oregon	41007	936.8	9.775
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	34	756.518	114.099	COLUMBIA	Oregon	41009	682.9	0.001
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	36	1427.210	223.737	TILLAMOOK	Oregon	41057	1288.4	0.002
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	38	780.556	148.838	WASHINGTON	Oregon	41067	704.6	780.550
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	42	487.557	137.701	MULTNOMAH	Oregon	41051	440.1	0.000
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	45	757.874	142.843	YAMHILL	Oregon	41071	684.1	0.003
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	49	2012.157	206.550	CLACKAMAS	Oregon	41005	1816.4	0.000
72	1447.669	187.231	RAMSEY	North Dakota	38071	1205.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	1294.552
72	1447.669	187.231	RAMSEY	North Dakota	38071	1205.0	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	153.117
73	1423.045	164.752	WALSH	North Dakota	38099	1282.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	0.536
73	1423.045	164.752	WALSH	North Dakota	38099	1282.0	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	0.001
73	1423.045	164.752	WALSH	North Dakota	38099	1282.0	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	1422.508
74	2026.794	205.999	MARSHALL	Minnesota	27089	1788.0	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	2017.242
74	2026.794	205.999	MARSHALL	Minnesota	27089	1788.0	32	10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	0.003
74	2026.794	205.999	MARSHALL	Minnesota	27089	1788.0	47	4977.805	292.149	POLK	Minnesota	27119	4493.6	9.549
75	2160.116	224.952	KLICKITAT	Washington	53039	1825.0	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	83.855
75	2160.116	224.952	KLICKITAT	Washington	53039	1825.0	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	2075.571
75	2160.116	224.952	KLICKITAT	Washington	53039	1825.0	46	22467.291	798.876	WASCO	Oregon	41065	20281.7	0.153
75	2160.116	224.952	KLICKITAT	Washington	53039	1825.0	51	5631.589	361.109	UMATILLA	Oregon	41059	5083.8	0.537
76	3067.214	316.169	WASHINGTON	Maine	23029	2528.0	40	3067.214	316.169	WASHINGTON	Maine	23029	2768.8	3067.214
77	1417.656	177.204	WALLA WALLA	Washington	53071	1265.0	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	0.003
77	1417.656	177.204	WALLA WALLA	Washington	53071	1265.0	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	0.001
77	1417.656	177.204	WALLA WALLA	Washington	53071	1265.0	41	3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	1417.652
78	14295.794	581.113	DAWSON	Montana	30021	13231.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	14295.794
79	804.137	152.564	GARFIELD	Washington	53023	694.0	41	3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	804.137
80	4243.439	406.519	NEZ PERCE	Idaho	16069	3844.0	7	14689.742	831.182	NEZ PERCES	Idaho	16069	13260.8	1591.027
80	4243.439	406.519	NEZ PERCE	Idaho	16069	3844.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	2652.410
80	4243.439	406.519	NEZ PERCE	Idaho	16069	3844.0	41	3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	0.001
80	4243.439	406.519	NEZ PERCE	Idaho	16069	3844.0	55	7290.618	378.376	UNION	Oregon	41061	6581.4	0.002
81	9313.889	439.676	FERGUS	Montana	30027	9078.0	16	16341.592	513.072	CHOTEAU	Montana	30015	14751.9	906.176
81	9313.889	439.676	FERGUS	Montana	30027	9078.0	19	43443.277	1090.762	BIG HORN	Montana	30003	39217.2	5104.405
81	9313.889	439.676	FERGUS	Montana	30027	9078.0	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	109.648
81	9313.889	439.676	FERGUS	Montana	30027	9078.0	43	11390.034	465.334	MEAGHER	Montana	30059	10282.0	3193.659
82	497.023	147.911	MULTNOMAH	Oregon	41051	451.0	28	1513.351	167.716	CLARKE	Washington	53011	1366.1	0.069
82	497.023	147.911	MULTNOMAH	Oregon	41051	451.0	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	0.008
82	497.023	147.911	MULTNOMAH	Oregon	41051	451.0	38	780.556	148.838	WASHINGTON	Oregon	41067	704.6	0.004
82	497.023	147.911	MULTNOMAH	Oregon	41051	451.0	42	487.557	137.701	MULTNOMAH	Oregon	41051	440.1	473.924
82	497.023	147.911	MULTNOMAH	Oregon	41051	451.0	46	22467.291	798.876	WASCO	Oregon	41065	20281.7	23.018
83	957.298	153.134	COLUMBIA	Washington	53013	858.0	41	3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	951.799
