state,county,name,totpop,farms,farmsize,farm12,farm39,farm1019,farm2049,farm5099,farm100,farm175,farm260,farm500,farm1000,farmown,farmten,farmman,farmwh,farmwhow,farmwhpo,farmwhte,farmwhma,farmwhct,farmwhst,farmcol,farmcoow,farmcopo,farmcote,farmcoma,farmcoct,farmcost,farms2,farmsbui,acfarm,acimp,totval,farmval,farmbui,farmequi,livstock,farmout,farmlab,farmfert,area,farrepan,livstval,calves,steer1_2,steer2_3,steer3_,bulls,heifers,dcows,otcows,colts0,colts1_2,horses2_,mules0,mules1_2,mules2_,donkeys,lambs,ewes,ramsweth,swine,goats,animsold,animslau,inclrep,bcattle,bcalves,bster1_2,bster2_3,bsteer3_,bbulls,bheifers,bdcows,botcows,bhorses,bcolts0,bcolt1_2,bhorse2_,bmules,bmules0,bmule1_2,bmules2_,bdonkeys,bsheep,blambs,bewes,bramweth,bswine,bgoats,fardairy,dairyval,dairycon,milkprod,milksold,cream,butterpr,butterso,cheesepr,cheeseso,chickens,turkeys,geese,ducks,poultval,poult99,eggs,bees,beesval,honey,wax,woolfl,woolwt,mohairfl,mohairwt,barleyac,barley,buckwhac,buckwhea,cornac,corn,oatsac,oats,ryeac,rye,wheatac,wheat,riceac,rice,kacornac,kacorn,wgrassac,wgrass,milletac,millet,alfalfac,alfalfa,cloverac,clover,otgrasac,otgrass,hayac,hay,forageac,forage,cornstal,clovseed,otgrseed,potatoac,potatoes,swpotac,swpotato,onionac,onions,chicorac,chicory,misvegac,miscvegs,glasland,cottonac,cotbale1,cotbale2,balewt,ginbales,ginbalwt,scotac,scotbal1,scotbal2,scbalewt,sginbale,sginbawt,hempac,hempwt,hempval,flaxsdac,flaxseed,scaneac,scanewt,canesir,csugarwt,sorgcaac,sorgcawt,sorgsir,sbeetac,sbeetwt,mapsirup,mapsugar,tobacac,tobacco,beansac,beans,peasac,peas,peanutac,peanuts,miscac,miscval1,miscval2,bcornac,bromcorn,orchval,applet,apples,apricott,apricots,cherryt,cherries,peacht,peaches,peart,pears,plumt,plums,otfruitt,otfruits,cider,vinegar,dryfruit,grapeval,vines,grapes,wine,foresval,hopsac,hops,cbeanac,cbeans,cbeanval,mseedac,miscseed,pmintac,pmintoil,pmintval,willowac,willows,fruitval,bananat,bananas,citront,citrons,figtrees,figs,guavat,guavas,kakit,kaki,lemont,lemons,limet,limes,olivet,olives,oranget,oranges,pineappt,pineappl,pomelot,pomeloes,otfruit,oliveoil,sfruival,blackbac,blackber,curranac,currants,goosebac,gooseber,raspbac,raspber,strawbac,strawber,otsmfrac,otsmfru,cranbac,craber,nutval,almondt,almonds,coconutt,coconuts,pecant,pecans,walnutt,walnuts,otnutt,otnuts,flowplac,flowpval,flowglas,nursryac,nursrval,irrigats,irrac,irrfarms,irrimpac,irrcanac,irrcanal,irrcanmi,irrcanco,irrditac,irrstrac,irrwells,irrwelac,irrwelco,irrcost,tfarmhom,fhowfree,fhencumb,fhmtgunk,fhrent,fhunk,level,region1,region2,fips
31,1670,SIOUX,23337,2451,194.5,5,40,43,101,233,891,603,502,29,4,1305,1139,7,2451,935,364,6,7,707,432,0,0,0,0,0,0,0,2451,2322,476621,452031,25086258,18558110,2675470,757980,3094698,3454171,333140,5080,738,2390,3029996,14312,8360,6905,1618,1076,6115,13204,5028,1179,1157,13553,35,23,432,45,2817,3945,1067,150243,70,1219234,103632,1291,1425,188,22,124,3,2,51,970,65,1871,47,31,1793,54,3,2,49,2,7,1,6,0,4023,18,2258,237654,93716,5433948,1325928,465,903587,501314,13913,11979,229929,730,2140,4948,63228,64099,1144160,354,1474,4660,70,5028,41970,5,20,32642,986040,0,0,134239,5342620,53074,1639990,134,1360,126838,1613950,0,0,0,0,19966,28669,1875,4238,0,0,2258,4217,15563,25655,453,837,422,1204,223,146,448,1511,152815,1,44,5,640,0,0,486,19035,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,9430,0,0,0,0,41,108,1660,0,0,0,0,0,0,26,282,1,7,0,0,0,0,3952,0,0,2481,15651,1920,1,0,1924,105,26,3,97,1,12588,1014,50,2,0,0,0,148,2479,5200,102,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,,300,8,5390,2,2900,2,1820,3,3970,,200,0,0,41,0,0,0,0,0,0,0,0,1380,51,0,0,0,0,0,,,,,,,,,,,,,,,2311,450,798,31,1015,17,1,4,2,19167
31,1690,STORY,23159,2436,146.39999,7,27,29,188,573,970,403,229,10,0,1453,968,15,2436,1139,289,25,15,498,470,0,0,0,0,0,0,0,2436,2326,356654,329856,21925924,15780830,2627360,658280,2859454,3131013,151970,3090,576,2362,2768524,14632,6772,3826,511,1089,5923,17280,3174,1634,1761,13338,34,49,514,5,3153,4424,1012,92699,614,1112049,68172,1378,1336,226,43,4,28,5,59,941,30,2342,80,61,2201,70,0,4,66,7,103,53,36,14,2255,16,2236,389066,88485,6901634,4588332,16190,298901,152985,204,0,267048,6287,1581,6414,86623,124946,1375420,1144,4307,17700,720,5490,43920,204,610,902,32440,94,1130,123317,5178280,66040,2774950,969,17180,8167,133900,0,0,0,0,15461,17538,2123,4602,3,3,787,1155,22377,36125,1138,2355,1304,2863,2815,4,381,1419,135221,8,630,7,1576,0,0,574,26323,8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1240,0,0,0,0,80,65,4593,0,0,0,0,1,1200,15,131,5,60,0,0,0,0,0,0,0,13145,43924,23373,46,6,7488,1010,154,11,290,35,8197,1147,134,3,36,28,460,156,6090,6000,4,26622,0,0,0,0,0,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7278,2,1420,20,22400,15,22430,15,15600,19,23510,1,400,0,0,254,0,0,0,0,0,0,0,0,836,292,2,145,0,32,1328,,,,,,,,,,,,,,,2322,592,816,23,869,22,1,4,2,19169
31,1710,TAMA,24585,2725,161,10,37,61,211,550,953,538,326,37,2,1696,1010,19,2724,1376,305,15,19,598,411,1,0,0,0,0,1,0,2725,2632,438596,391668,26377952,18403280,3277300,802290,3895081,3845577,230750,4280,720,2688,3811632,17092,11701,11132,1971,1349,8664,16406,7690,1622,1993,14113,19,48,418,114,5351,7359,610,145185,886,1773204,262740,1063,956,112,18,26,8,1,33,702,56,1810,52,31,1727,39,1,0,38,5,2,0,2,0,2118,13,2524,304459,101883,6303553,2080839,11065,970156,519816,404,231,246875,4266,4266,7222,78981,107769,1107240,1495,4468,21440,280,8744,58500,568,850,29320,873780,64,790,128780,5341740,60364,2204180,757,9220,14811,238590,0,0,0,0,8269,12139,2523,4520,0,0,1319,2085,36268,50416,843,1721,1576,3545,4784,5,3894,2174,215748,3,271,7,1763,0,0,798,28142,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,520,0,0,0,0,68,96,3369,0,0,0,0,0,150,20,196,1,12,0,2,0,0,586,5,4000,12637,56312,24842,21,0,5270,791,239,17,241,6,7575,1417,5,4,21,13,540,309,5714,12600,35,54315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7551,5,5620,14,18300,8,10140,20,24220,23,28380,,100,0,0,46,0,0,0,0,0,0,0,0,129,47,0,0,0,178,6341,,,,,,,,,,,,,,,2739,902,791,54,975,17,1,4,2,19171
31,1730,TAYLOR,18784,2581,130.60001,5,45,61,333,793,821,322,164,32,5,1629,941,11,2576,1240,349,36,11,526,414,5,3,1,0,0,0,1,2581,2487,337002,294010,17144600,11381040,2070700,448500,3244361,2528801,104220,1700,540,2551,3165681,12716,6913,8019,1998,905,9027,13706,6629,1866,1889,13145,198,276,598,33,4669,6295,591,111695,987,1274792,80595,906,690,67,6,11,1,4,12,563,26,1324,30,8,1286,31,0,0,31,4,6,0,6,0,1687,5,2346,194274,85870,3975733,1323479,41,502467,186007,1522,1168,184823,3831,2737,4843,73509,109897,1139170,2042,5171,31400,500,6895,50150,410,1030,866,22890,112,1060,107799,4298820,29272,1142680,587,8340,2950,24530,0,0,0,0,1993,2991,690,1381,1,2,2746,3629,42965,58413,1518,2404,1267,3003,332,853,24882,2272,160125,11,606,4,886,0,0,811,33407,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0,58,58,4005,0,0,0,0,0,0,26,250,3,30,0,0,20,50,35,0,0,38233,166239,78792,419,17,17316,2367,18577,79,2078,45,26914,5051,145,67,246,59,830,3981,29222,155900,441,20014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10515,45,58770,8,9130,8,8960,20,24330,20,25480,5,3930,0,0,117,0,0,0,0,0,0,0,0,225,353,0,0,0,21,503,,,,,,,,,,,,,,,2506,662,928,27,878,11,1,4,2,19173
31,1750,UNION,19928,1823,147.3,12,39,36,190,472,585,283,172,28,6,1180,622,21,1821,878,296,6,21,345,275,2,0,0,0,0,0,2,1823,1742,268513,212705,13128901,8622540,1593330,395850,2517181,1967490,100890,3750,432,1795,2459644,11148,6992,6925,1569,802,5770,13463,4557,1131,1441,9530,86,60,357,1,4422,6688,807,62348,462,931228,52801,1010,705,87,36,27,30,2,19,464,40,1842,44,27,1771,224,2,0,222,96,11,1,1,9,859,11,1666,201847,59959,3889862,2146593,909,299625,146531,10261,9342,131329,2299,1625,3426,53768,70316,826340,1177,3769,15520,320,7570,56018,216,590,339,8990,18,100,73703,3143120,27608,917090,532,7310,559,6860,0,0,0,0,1257,1656,432,923,8,30,329,417,40720,53103,630,1270,389,871,2520,52,33738,1328,155901,11,872,10,2192,0,0,595,27474,17980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,42,0,3615,0,0,0,0,0,100,11,117,3,39,0,0,0,0,125,1,400,29700,82752,49807,102,1,8547,1694,4295,18,2115,180,15736,2334,145,76,122,37,1280,3046,20298,101900,86,23925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220,27,28710,7,10600,6,8350,25,33040,25,29330,,220,0,0,3,0,0,0,0,0,0,0,0,3,3,2,2600,5330,264,16715,,,,,,,,,,,,,,,1775,487,687,17,574,10,1,4,2,19175
31,1770,VAN BUREN,17354,2242,133.89999,11,50,74,322,570,672,316,200,25,2,1586,643,13,2239,1299,220,65,13,269,373,3,1,1,0,0,0,1,2242,2192,300111,210723,12806451,8079130,2052030,414380,2260911,1856524,79920,1480,502,2199,2183197,8653,4825,4194,2147,569,4356,9903,4023,1255,1256,9758,95,124,309,48,17632,29839,6050,47875,526,950063,85056,591,431,78,6,0,0,1,17,301,28,862,25,13,824,17,4,4,9,1,0,0,0,0,675,0,2074,150479,97962,2704155,162836,9105,513464,200337,5373,4924,180044,4747,1419,2602,71225,121127,1037450,2116,6489,29380,510,40988,264550,283,690,72,950,469,4630,54804,1674720,17073,415690,1074,10130,1113,7500,0,0,0,0,126,125,412,570,3,7,1162,1439,47811,58153,317,442,874,1793,2105,173,43462,635,54393,26,1211,7,1620,0,0,596,25771,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2,9112,0,0,1140,0,1,340,27,280,0,4,1,9,0,0,1008,0,20,26906,105761,51605,81,2,15771,1635,30094,128,6349,274,21293,1742,577,177,258,109,4560,3475,26881,173400,533,55167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12306,70,87000,8,8210,14,18970,19,18820,21,29520,4,4140,0,0,36,0,0,0,0,0,0,0,0,94,51,4,115,0,72,1150,,,,,,,,,,,,,,,2257,991,597,24,626,19,1,4,2,19177
31,1790,WAPELLO,35426,2311,113.6,22,75,121,382,612,667,291,129,10,2,1562,741,8,2300,1146,356,52,8,428,310,11,5,3,0,0,1,2,2311,2237,262459,208849,13793252,9282280,1965530,404340,2141102,1817884,95290,1850,432,2241,2072340,8426,4283,2955,510,528,4163,10275,2671,1016,997,9586,186,132,785,24,6599,9839,1453,65465,107,780435,76841,1524,893,92,13,2,85,0,36,660,5,2220,29,29,2162,108,1,2,105,2,46,11,20,15,735,14,2073,219011,113874,3341946,476008,985,572711,291467,165,122,160426,3419,2326,2378,62463,93398,896060,1871,6299,30510,520,13496,85570,12,40,197,3800,145,1310,66016,2328740,19095,533890,1748,19350,535,5510,0,0,3,70,82,108,1565,2248,0,0,469,533,37612,47584,431,940,1285,2409,2057,16,9486,1522,128386,50,5508,7,1564,0,0,763,39896,23910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,4338,0,0,0,0,1,670,13,149,0,4,1,21,0,0,42,0,100,33905,88935,44122,101,4,16019,2802,13299,92,2822,131,18136,4447,474,110,178,100,1270,5399,65228,267000,1257,28941,0,0,0,0,0,26,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26234,65,72120,15,16370,30,37760,70,75300,110,141480,1,1010,0,0,66,0,0,0,0,0,0,0,0,69,78,12,5050,21000,80,4000,,,,,,,,,,,,,,,2324,910,649,24,731,10,1,4,2,19179
31,1810,WARREN,20376,2926,120.2,31,63,103,446,887,881,310,164,35,6,1924,987,15,2922,1467,401,54,15,477,508,4,2,0,0,0,0,2,2926,2833,351783,287010,17973536,11931710,2266510,468330,3306985,2675808,107160,4400,576,2890,3222654,12426,7624,7407,2080,845,5975,13122,6468,1585,1803,13601,109,100,594,28,4380,6798,1000,106405,1476,1260256,93801,881,684,122,12,0,1,2,23,519,5,1270,41,12,1217,31,0,0,31,4,9,1,8,0,1840,4,2670,214850,111436,4512906,619683,30,805491,417835,2647,2233,183452,4324,2162,5609,77883,112505,1086670,2131,6448,44060,720,7820,55880,473,780,1091,27840,69,580,102255,3960020,31578,1052960,1020,12260,9183,132240,0,0,0,0,2454,3495,759,1825,0,0,2085,2912,41271,58160,596,888,2496,5033,75,243,12175,2182,173499,16,900,10,2313,0,0,882,32547,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,25,6393,0,0,30,0,0,100,38,372,0,7,0,5,1,20,90,442,356130,49453,121838,90961,68,0,13868,2562,3505,172,929,44,29729,3978,59,72,154,74,3240,4569,29520,185800,912,38355,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17168,65,70580,10,12080,16,16920,80,86330,25,38930,2,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,2260,24,1842,,,,,,,,,,,,,,,2901,941,960,14,960,26,1,4,2,19181
31,1830,WASHINGTON,20718,2511,137.3,11,63,55,251,616,879,398,211,27,0,1697,803,11,2509,1273,361,62,10,442,361,2,1,0,0,1,0,0,2511,2404,344695,293219,21561130,14662740,2932430,617770,3348190,2995344,144000,1400,576,2491,3255376,12327,7040,6969,1349,907,5973,11841,5831,1712,1914,13187,85,114,686,18,2815,3956,351,139702,371,1632967,86135,1038,869,87,23,3,32,3,31,649,41,1717,64,60,1593,77,3,0,74,4,1,0,1,0,2617,7,2335,197214,99724,4029102,952293,30411,591029,226705,561,283,264378,4705,1953,4551,89010,120046,1526530,1555,3804,25280,550,4554,31990,113,330,1664,48900,74,660,103980,4450360,46689,1682030,1886,32030,943,12470,0,0,0,0,253,355,793,1540,2,2,1728,2092,35681,47758,581,1046,846,2417,3258,85,1783,1352,114989,6,407,2,335,0,0,603,32367,14310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,41,5436,0,0,0,0,1,760,15,143,1,10,0,4,0,0,210,141,72500,40154,74219,70937,94,18,12074,3303,3907,162,1053,147,16399,5113,171,318,560,225,950,3126,24961,133200,4066,47496,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14016,42,46010,7,9290,7,7060,44,46430,38,50570,6,7450,0,0,404,0,0,0,0,0,0,0,0,1310,619,3,2655,18600,33,1515,,,,,,,,,,,,,,,2453,913,744,23,755,18,1,4,2,19183
31,1850,WAYNE,17491,2285,145.60001,6,32,39,274,570,739,357,227,40,1,1606,659,20,2284,1228,324,54,20,308,350,1,0,0,0,0,1,0,2285,2189,332762,298910,14912776,9826640,1891240,462590,2732306,1859592,95560,730,528,2251,2661310,12225,8251,7210,2853,1012,6736,12615,2103,1779,1336,12415,202,220,649,25,3332,5455,1488,63003,1718,1062593,73452,877,785,100,11,0,1,0,10,660,3,1159,20,20,1119,13,0,0,13,3,29,11,15,3,984,5,2006,132086,73637,2999700,666016,1754,450906,170180,0,0,162867,7745,3853,3792,63324,111499,801830,2550,7672,52550,240,7166,44700,980,2180,14,230,229,1710,71908,1934360,15773,344420,647,6720,328,2540,0,0,0,0,545,567,3876,5864,0,0,121,125,75481,80199,2161,3322,1165,3098,1597,129,123388,577,43465,20,1187,3,449,0,0,688,30528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,90,0,0,0,0,66,14,5099,0,0,209,0,0,50,34,331,0,7,0,0,0,0,12,83,31120,27302,97281,56230,65,6,10209,1920,7257,109,774,41,10589,1898,113,173,125,48,4050,3667,23486,157600,130,19386,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233,10,12210,7,7020,12,15450,8,7830,8,9700,1,630,0,0,316,0,0,0,0,0,0,0,0,718,364,0,0,0,22,215,,,,,,,,,,,,,,,2221,674,915,14,607,11,1,4,2,19185
31,1870,WEBSTER,31757,2564,167.3,5,31,36,156,475,1029,459,340,31,2,1616,932,16,2563,1217,373,26,16,653,278,1,0,0,0,0,1,0,2564,2502,428975,360558,21694388,15556930,2643920,759620,2733918,2760576,163450,1800,720,2536,2658868,14278,7852,4558,805,1078,6403,17030,3552,1362,1313,13163,63,38,393,5,1724,2490,339,94331,188,983455,82241,1618,1257,136,34,38,0,3,58,900,88,2494,47,41,2406,68,0,1,67,6,95,45,40,10,1773,4,2391,279640,97781,6058590,1795850,36560,794418,497157,6118,710,232682,6962,1840,6167,71649,102567,1041060,966,3401,13130,290,3155,23440,6,30,3814,97060,44,290,126320,4565570,82679,3018040,636,6890,17653,276090,0,0,0,0,44702,55326,1816,3353,0,0,1114,1641,13706,17790,711,1342,404,952,319,0,561,1687,153767,2,101,3,505,0,0,577,23955,21180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,13770,0,0,0,0,109,92,6838,0,0,0,0,1,200,14,136,0,7,0,0,0,0,210,50,46000,8357,40964,12700,11,0,3388,158,1,0,104,10,16141,801,549,1,15,12,60,69,3906,3100,62,19320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,3,2920,20,20910,11,11980,11,10490,6,6610,5,5740,0,0,0,0,0,0,0,0,0,0,0,21,0,4,4100,18660,80,1600,,,,,,,,,,,,,,,2521,662,950,22,874,13,1,4,2,19187
31,1890,WINNEBAGO,12725,1512,158.10001,1,40,33,104,268,656,221,173,15,1,1065,446,1,1512,876,185,4,1,197,249,0,0,0,0,0,0,0,1512,1470,239085,207969,10702916,7643020,1294890,367910,1397096,1459966,84720,2000,398,1472,1356665,9480,4082,1895,575,705,4074,11609,1097,576,714,6286,5,8,64,2,1421,2225,250,37722,22,437750,43297,395,380,34,0,0,27,1,9,306,3,642,20,7,615,18,0,2,16,1,10,0,10,0,312,9,1382,205935,54017,3989800,1961319,252,403084,258914,0,0,121108,6211,1094,4896,38917,52621,548950,421,1514,4640,40,2500,17500,0,0,3492,91650,2,40,44924,1578540,40549,1333890,115,2320,28113,399340,0,0,0,0,25983,37814,232,519,0,0,550,969,14056,22460,188,445,77,221,30,4,3013,853,87361,0,0,3,696,0,0,314,7361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3524,38470,0,0,0,0,15,23,396,0,0,0,0,0,0,3,30,0,0,0,0,0,0,250,0,0,424,14653,774,6,0,98,0,36,0,6,0,514,21,279,0,5,5,0,15,334,600,25,9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,,170,2,1350,1,960,1,1040,10,11680,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,,,,,,,,,,,,,,,1484,292,687,92,401,12,1,4,2,19189
31,1910,WINNESHIEK,23731,2960,143,6,55,111,316,544,1070,551,285,20,2,2410,540,10,2956,2094,300,14,10,249,289,4,1,1,0,0,1,1,2960,2902,423227,338358,21587626,14288410,3626140,731980,2941096,3225513,301320,17760,671,2917,2861150,18550,6588,2225,277,1455,7290,22662,2000,1345,1600,12384,2,18,50,3,5208,7558,752,117286,168,1218874,106778,781,863,95,30,10,24,0,66,611,27,1131,16,33,1082,8,0,0,8,0,22,1,1,20,682,6,2804,586416,126188,9271628,1995354,471917,888169,525952,382,50,268534,6255,2844,3179,73625,85412,1508920,1691,6321,32260,920,8588,65230,3,10,12271,343920,123,1250,80928,3151750,76849,2658740,371,5810,10553,155560,0,0,0,0,11041,14160,421,733,30,90,6856,15633,37289,56658,1348,2867,1381,3043,1179,424,61792,1829,228642,0,0,4,1043,0,0,564,31359,9750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9131,128250,0,0,0,0,64,0,5454,0,0,75,1140,27,26640,23,222,16,245,0,0,0,0,0,0,0,3669,36109,5960,2,0,610,20,73,0,115,1,4748,581,136,10,10,7,200,426,3734,15500,1084,110087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11006,8,7210,6,6450,3,4500,50,58670,70,82940,1,630,0,0,6,0,0,0,0,0,0,0,0,13,5,2,3067,7600,0,0,,,,,,,,,,,,,,,2920,1421,995,18,476,10,1,4,2,19191
31,1930,WOODBURY,54610,3231,161.8,15,46,70,220,759,1202,510,333,60,16,1771,1431,29,3231,1306,459,6,29,780,651,0,0,0,0,0,0,0,3231,3073,522737,443681,23739288,16297170,2878120,860110,3703887,3902855,235710,1400,864,3184,3618382,13990,9211,10867,3418,850,6306,13825,7692,1528,1416,17667,116,61,862,28,1548,1746,1268,124592,119,1511881,118304,2683,4055,416,127,255,1461,39,139,1501,117,5165,104,77,4984,106,4,7,95,6,930,255,647,28,6646,17,2860,300385,132196,5126024,873018,10679,948355,473423,936,510,223415,734,2202,6677,77313,97975,1244190,1872,7047,50170,610,3044,24352,4,10,4782,144150,23,340,191395,6650460,33008,961750,509,7340,92685,1220150,0,0,0,0,31318,51179,4199,9256,23,80,565,893,7182,10740,364,812,827,2341,886,31,1681,2360,260964,2,182,23,3996,0,0,859,45103,91980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,5490,0,0,0,0,98,44,5020,0,0,0,0,0,200,21,215,9,90,0,0,0,0,500,0,0,9440,64408,9480,96,1,8034,274,1226,6,445,14,27715,2730,533,67,22,10,0,154,6452,6700,53,12560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,,390,9,9650,3,4760,10,7280,15,17780,2,1100,0,0,3,0,0,0,0,0,0,0,0,32,2,26,20710,79200,304,7360,,,,,,,,,,,,,,,3139,604,1118,60,1334,23,1,4,2,19193
31,1950,WORTH,10887,1485,167.7,1,22,24,64,238,592,333,201,10,0,1076,399,10,1482,877,190,8,10,112,285,3,0,1,0,0,2,0,1485,1452,249081,233292,12381001,8809130,1662570,436570,1472731,1666756,135810,100,398,1466,1431483,10168,4154,1936,299,838,4143,12969,1205,569,611,7068,14,7,42,1,3192,4723,558,30917,75,452802,49914,347,424,61,11,18,0,2,12,305,15,594,14,13,567,14,0,0,14,1,13,4,9,0,246,1,1423,294479,62359,5252841,2539929,57964,416466,288406,255,0,125962,4889,1027,2834,39241,56212,599110,540,2007,8320,100,5691,38114,0,0,8094,223760,72,1320,38430,1529830,64139,2072390,189,2410,8532,119710,0,0,0,0,15260,22464,432,839,0,0,719,1219,21263,34995,378,696,528,1605,1911,55,14985,1278,142301,0,0,3,558,0,0,190,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10916,122770,0,0,0,0,19,0,1319,0,0,0,0,0,0,6,51,0,0,0,0,0,0,0,0,0,1243,19896,1702,0,0,552,13,3,1,23,3,5974,353,9,0,0,0,10,45,732,1500,242,17354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,1,870,7,6770,5,3810,10,7230,10,10810,1,910,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,10,,,,,,,,,,,,,,,1449,527,527,9,381,5,1,4,2,19195
31,1970,WRIGHT,18227,1878,195.10001,3,25,27,63,241,715,413,345,41,5,1112,753,13,1877,787,320,5,13,327,425,1,0,0,0,0,0,1,1878,1818,366371,330951,18405608,13221370,2048830,613460,2521948,2584921,182810,0,576,1852,2460150,12345,7676,5648,1657,907,5335,14853,2563,1144,1110,10473,19,22,275,5,2831,3630,589,81461,181,892377,53319,812,764,86,56,20,3,6,42,521,30,1400,43,45,1312,27,1,0,26,1,38,12,23,3,813,2,1765,271257,84274,5519972,1688235,83618,668192,410333,6120,5606,164816,7335,1693,5688,58458,89929,702860,698,3340,12400,230,4370,29650,4,20,5857,192220,173,1410,103524,3829660,79627,3201250,216,2140,18058,293850,0,0,0,0,32107,34970,1032,1893,0,0,1095,1934,16347,22089,929,2066,328,799,733,4,3366,1388,138034,0,8,4,488,0,0,494,21008,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856,27250,0,0,0,0,21,4,1582,0,0,0,0,0,0,19,145,0,8,0,0,0,0,0,439,115000,4943,50167,5932,9,0,1752,43,68,0,102,2,8858,649,129,0,4,4,0,296,2980,7800,51,10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3940,1,620,13,16800,8,9250,9,9010,7,7460,4,2860,0,0,0,0,0,0,0,0,0,0,0,4000,0,,10,0,64,889,,,,,,,,,,,,,,,1833,352,728,16,719,18,1,4,2,19197
