FID_us1910	AREA	PERIMETER	COUNTY	STATE	ID	CNTY_AREA	FID_us1880	AREA_1	PERIMETE_1	COUNTY_1	STATE_1	ID_1	CNTY_ARE_1	new_area
8	2336.778	225.964	SNOHOMISH	Washington	53061	2064.0	3	15406.814	711.067	STEVENS	Washington	53065	13908.1	0.002
8	2336.778	225.964	SNOHOMISH	Washington	53061	2064.0	6	2336.777	225.965	SNOHOMISH	Washington	53061	2109.5	2336.774
9	3294.017	308.470	CHELAN	Washington	53007	2900.0	3	15406.814	711.067	STEVENS	Washington	53065	13908.1	2593.345
9	3294.017	308.470	CHELAN	Washington	53007	2900.0	6	2336.777	225.965	SNOHOMISH	Washington	53061	2109.5	0.003
9	3294.017	308.470	CHELAN	Washington	53007	2900.0	13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	0.003
9	3294.017	308.470	CHELAN	Washington	53007	2900.0	15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	700.666
10	4387.384	318.933	STEVENS	Washington	53065	3866.0	3	15406.814	711.067	STEVENS	Washington	53065	13908.1	4387.381
10	4387.384	318.933	STEVENS	Washington	53065	3866.0	13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	0.003
11	3549.169	260.704	BONNER	Idaho	16017	3129.0	7	5889.330	383.759	KOOTENAI	Idaho	16055	5316.4	3549.169
12	399.128	147.655	KITSAP	Washington	53035	371.0	8	399.121	147.656	KITSAP	Washington	53035	360.3	399.118
12	399.128	147.655	KITSAP	Washington	53035	371.0	2609	0.000	0.000	PIERCE	Washington	53053	1689.9	0.007
13	2065.707	254.062	GRAYS HARBOR/CHE	Washington	53027	1927.0	9	2065.701	254.061	CHEHALIS	Washington	53081	1864.8	2065.701
13	2065.707	254.062	GRAYS HARBOR/CHE	Washington	53027	1927.0	20	2678.441	263.560	LEWIS	Washington	53041	2417.9	0.006
14	3895.408	294.022	LINCOLN	Montana	30053	3530.0	10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	3895.408
15	1009.282	202.524	MASON	Washington	53045	930.0	11	1011.035	202.591	MASON	Washington	53045	912.7	1009.281
16	2319.849	234.472	KING	Washington	53033	2111.0	12	2319.849	234.470	KING	Washington	53033	2094.2	2319.846
16	2319.849	234.472	KING	Washington	53033	2111.0	15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	0.002
16	2319.849	234.472	KING	Washington	53033	2111.0	2609	0.000	0.000	PIERCE	Washington	53053	1689.9	0.000
17	6933.237	428.535	FLATHEAD	Montana	30029	6070.0	10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	5890.399
17	6933.237	428.535	FLATHEAD	Montana	30029	6070.0	14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	9.659
17	6933.237	428.535	FLATHEAD	Montana	30029	6070.0	19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	1033.179
18	2036.671	251.060	DOUGLAS	Washington	53017	1787.0	3	15406.814	711.067	STEVENS	Washington	53065	13908.1	0.002
18	2036.671	251.060	DOUGLAS	Washington	53017	1787.0	13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	2036.664
18	2036.671	251.060	DOUGLAS	Washington	53017	1787.0	15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	0.005
19	8513.422	453.014	TETON	Montana	30099	7581.0	10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	534.150
19	8513.422	453.014	TETON	Montana	30099	7581.0	14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	7897.231
19	8513.422	453.014	TETON	Montana	30099	7581.0	19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	75.773
19	8513.422	453.014	TETON	Montana	30099	7581.0	36	3092.984	395.020	LEWIS AND CLARKE	Montana	30049	2792.1	2.627
20	7766.643	465.764	AROOSTOOK	Maine	23003	6453.0	16	7766.643	465.764	AROOSTOOK	Maine	23003	7011.1	7766.643
21	3110.075	283.729	GRANT	Washington	53025	2720.0	13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	3110.070
21	3110.075	283.729	GRANT	Washington	53025	2720.0	15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	0.005
21	3110.075	283.729	GRANT	Washington	53025	2720.0	26	5931.062	402.714	WHITMAN	Washington	53075	5354.1	0.000
22	2594.077	253.371	KITTITAS	Washington	53037	2329.0	12	2319.849	234.470	KING	Washington	53033	2094.2	0.001
22	2594.077	253.371	KITTITAS	Washington	53037	2329.0	13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	0.001
22	2594.077	253.371	KITTITAS	Washington	53037	2329.0	15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	2594.075
23	2599.109	229.698	LINCOLN	Washington	53043	2302.0	13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	2599.109
24	17739.623	604.147	CHOUTEAU	Montana	30015	15972.0	14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	17715.677
24	17739.623	604.147	CHOUTEAU	Montana	30015	15972.0	22	29632.248	697.842	DAWSON	Montana	30021	26749.7	23.236
24	17739.623	604.147	CHOUTEAU	Montana	30015	15972.0	59	15494.979	579.195	MEAGHER	Montana	30059	13987.7	0.710
25	790.834	171.684	THURSTON	Washington	53067	709.0	9	2065.701	254.061	CHEHALIS	Washington	53081	1864.8	0.000
25	790.834	171.684	THURSTON	Washington	53067	709.0	17	790.834	171.683	THURSTON	Washington	53067	713.9	790.834
25	790.834	171.684	THURSTON	Washington	53067	709.0	20	2678.441	263.560	LEWIS	Washington	53041	2417.9	0.000
26	2020.223	202.138	SPOKANE	Washington	53063	1756.0	13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	2020.223
27	3278.930	341.975	SANDERS	Montana	30089	2859.0	10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	3278.930
27	3278.930	341.975	SANDERS	Montana	30089	2859.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	0.000
28	951.038	203.490	PACIFIC	Washington	53049	895.0	18	951.039	203.490	PACIFIC	Washington	53049	858.5	951.038
29	2340.160	208.458	KOOTENAI	Idaho	16055	2043.0	7	5889.330	383.759	KOOTENAI	Idaho	16055	5316.4	2340.155
29	2340.160	208.458	KOOTENAI	Idaho	16055	2043.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	0.002
29	2340.160	208.458	KOOTENAI	Idaho	16055	2043.0	42	2810.807	267.502	NEZ PERCES	Idaho	16069	2537.4	0.003
30	2678.427	263.560	LEWIS	Washington	53041	2369.0	15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	0.004
30	2678.427	263.560	LEWIS	Washington	53041	2369.0	20	2678.441	263.560	LEWIS	Washington	53041	2417.9	2678.424
30	2678.427	263.560	LEWIS	Washington	53041	2369.0	2609	0.000	0.000	PIERCE	Washington	53053	1689.9	0.000
31	2856.528	269.950	SHOSHONE	Idaho	16079	2579.0	7	5889.330	383.759	KOOTENAI	Idaho	16055	5316.4	0.004
31	2856.528	269.950	SHOSHONE	Idaho	16079	2579.0	10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	0.006
31	2856.528	269.950	SHOSHONE	Idaho	16079	2579.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	2856.517
32	14741.595	634.314	VALLEY	Montana	30105	13515.0	22	29632.248	697.842	DAWSON	Montana	30021	26749.7	14741.595
32	14741.595	634.314	VALLEY	Montana	30105	13515.0	25	3827.202	277.301	WALLETTE	North Dakota	38123	3454.9	0.000
32	14741.595	634.314	VALLEY	Montana	30105	13515.0	60	5721.501	333.840	HOWARD	North Dakota	38119	5164.9	0.000
33	4677.468	315.953	YAKIMA	Washington	53077	5059.0	15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	4677.466
33	4677.468	315.953	YAKIMA	Washington	53077	5059.0	20	2678.441	263.560	LEWIS	Washington	53041	2417.9	0.002
33	4677.468	315.953	YAKIMA	Washington	53077	5059.0	2609	0.000	0.000	PIERCE	Washington	53053	1689.9	0.000
34	5441.014	415.985	BELTRAMI	Minnesota	27007	3822.0	23	6950.332	431.420	BELTRAMI	Minnesota	27007	6274.2	5215.979
34	5441.014	415.985	BELTRAMI	Minnesota	27007	3822.0	38	2526.879	223.768	KITTSON/PEMBINA	Minnesota	27069	2281.1	0.000
34	5441.014	415.985	BELTRAMI	Minnesota	27007	3822.0	43	6297.162	397.213	ITASCA	Minnesota	27061	5684.6	0.742
34	5441.014	415.985	BELTRAMI	Minnesota	27007	3822.0	48	2025.545	205.962	MARSHALL	Minnesota	27089	1828.5	0.000
34	5441.014	415.985	BELTRAMI	Minnesota	27007	3822.0	83	4748.383	398.116	CASS	Minnesota	27021	4286.5	224.147
34	5441.014	415.985	BELTRAMI	Minnesota	27007	3822.0	2604	4968.440	0.000	POLK	Minnesota	27119	4485.1	0.000
35	268.055	89.483	WAHKIAKUM	Washington	53069	267.0	24	268.052	89.482	WAHKIAKUM	Washington	53069	242.0	268.052
35	268.055	89.483	WAHKIAKUM	Washington	53069	267.0	28	1037.717	152.595	CLATSOP	Oregon	41007	936.8	0.001
35	268.055	89.483	WAHKIAKUM	Washington	53069	267.0	41	756.519	114.100	COLUMBIA	Oregon	41009	682.9	0.002
36	1440.829	165.958	DIVIDE	North Dakota	38023	1270.0	22	29632.248	697.842	DAWSON	Montana	30021	26749.7	0.001
36	1440.829	165.958	DIVIDE	North Dakota	38023	1270.0	25	3827.202	277.301	WALLETTE	North Dakota	38123	3454.9	1440.062
36	1440.829	165.958	DIVIDE	North Dakota	38023	1270.0	27	3146.853	267.126	MOUNTRAILLE	North Dakota	38061	2840.7	0.674
37	2106.085	216.070	ADAMS	Washington	53001	1912.0	13	9766.091	600.145	SPOKANE	Washington	53063	8816.1	0.001
37	2106.085	216.070	ADAMS	Washington	53001	1912.0	26	5931.062	402.714	WHITMAN	Washington	53075	5354.1	2106.083
38	1256.581	153.722	BURKE	North Dakota	38013	1113.0	25	3827.202	277.301	WALLETTE	North Dakota	38123	3454.9	0.004
38	1256.581	153.722	BURKE	North Dakota	38013	1113.0	27	3146.853	267.126	MOUNTRAILLE	North Dakota	38061	2840.7	1174.404
38	1256.581	153.722	BURKE	North Dakota	38013	1113.0	30	2220.229	193.514	RENVILLE	North Dakota	38075	1984.2	81.739
39	881.070	139.197	CLATSOP	Oregon	41007	821.0	28	1037.717	152.595	CLATSOP	Oregon	41007	936.8	881.062
39	881.070	139.197	CLATSOP	Oregon	41007	821.0	41	756.519	114.100	COLUMBIA	Oregon	41009	682.9	0.001
40	1307.350	165.587	COWLITZ	Washington	53015	1153.0	29	1307.351	165.587	COWLITZ	Washington	53015	1180.2	1307.350
41	1004.015	170.182	RENVILLE	North Dakota	38075	899.0	30	2220.229	193.514	RENVILLE	North Dakota	38075	1984.2	1000.100
41	1004.015	170.182	RENVILLE	North Dakota	38075	899.0	32	2067.262	186.194	BOTTINEAU	North Dakota	38009	1847.4	3.902
42	4772.634	338.438	PISCATAQUIS	Maine	23021	3770.0	31	4772.634	338.438	PISCATAQUIS	Maine	23021	4308.4	4772.634
43	1881.575	208.713	BOTTINEAU	North Dakota	38009	1681.0	30	2220.229	193.514	RENVILLE	North Dakota	38075	1984.2	582.787
43	1881.575	208.713	BOTTINEAU	North Dakota	38009	1681.0	32	2067.262	186.194	BOTTINEAU	North Dakota	38009	1847.4	1298.124
43	1881.575	208.713	BOTTINEAU	North Dakota	38009	1681.0	33	1884.421	178.625	ROLETTE	North Dakota	38079	1684.1	0.664
44	1029.800	131.497	ROLETTE	North Dakota	38079	918.0	32	2067.262	186.194	BOTTINEAU	North Dakota	38009	1847.4	3.370
44	1029.800	131.497	ROLETTE	North Dakota	38079	918.0	33	1884.421	178.625	ROLETTE	North Dakota	38079	1684.1	1026.414
45	2404.568	247.806	WHITMAN	Washington	53075	2108.0	26	5931.062	402.714	WHITMAN	Washington	53075	5354.1	2404.562
45	2404.568	247.806	WHITMAN	Washington	53075	2108.0	53	2462.169	220.067	COLUMBIA	Washington	53013	2222.7	0.006
46	1162.151	143.626	TOWNER	North Dakota	38095	1037.0	33	1884.421	178.625	ROLETTE	North Dakota	38079	1684.1	502.617
46	1162.151	143.626	TOWNER	North Dakota	38095	1037.0	34	1984.630	184.217	CAVALIER	North Dakota	38019	1773.6	631.437
46	1162.151	143.626	TOWNER	North Dakota	38095	1037.0	56	1668.942	168.505		North Dakota	38127	1491.5	14.912
46	1162.151	143.626	TOWNER	North Dakota	38095	1037.0	57	1735.436	173.968	RAMSEY	North Dakota	38071	1566.6	13.184
47	3947.462	391.430	PENOBSCOT	Maine	23019	3258.0	35	3947.462	391.430	PENOBSCOT	Maine	23019	3563.5	3947.462
48	1694.407	170.738	CAVALIER	North Dakota	38019	1494.0	34	1984.630	184.217	CAVALIER	North Dakota	38019	1773.6	997.640
48	1694.407	170.738	CAVALIER	North Dakota	38019	1494.0	37	2549.841	205.340	PEMBINA	North Dakota	38067	2301.8	696.767
49	3917.837	384.920	LEWIS AND CLARK	Montana	30049	3465.0	19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	825.206
49	3917.837	384.920	LEWIS AND CLARK	Montana	30049	3465.0	36	3092.984	395.020	LEWIS AND CLARKE	Montana	30049	2792.1	2911.939
49	3917.837	384.920	LEWIS AND CLARK	Montana	30049	3465.0	59	15494.979	579.195	MEAGHER	Montana	30059	13987.7	180.556
49	3917.837	384.920	LEWIS AND CLARK	Montana	30049	3465.0	84	2651.217	213.684	JEFFERSON	Montana	30043	2393.3	0.135
50	1201.646	139.638	PEMBINA	North Dakota	38067	1117.0	37	2549.841	205.340	PEMBINA	North Dakota	38067	2301.8	1201.640
50	1201.646	139.638	PEMBINA	North Dakota	38067	1117.0	38	2526.879	223.768	KITTSON/PEMBINA	Minnesota	27069	2281.1	0.006
51	1268.800	148.582	KITTSON/PEMBINA	Minnesota	27069	1111.0	37	2549.841	205.340	PEMBINA	North Dakota	38067	2301.8	0.007
51	1268.800	148.582	KITTSON/PEMBINA	Minnesota	27069	1111.0	38	2526.879	223.768	KITTSON/PEMBINA	Minnesota	27069	2281.1	1268.728
52	1844.705	195.535	ROSEAU	Minnesota	27135	1670.0	23	6950.332	431.420	BELTRAMI	Minnesota	27007	6274.2	590.506
52	1844.705	195.535	ROSEAU	Minnesota	27135	1670.0	38	2526.879	223.768	KITTSON/PEMBINA	Minnesota	27069	2281.1	1254.172
53	1862.781	194.260	SKAMANIA	Washington	53059	1685.0	29	1307.351	165.587	COWLITZ	Washington	53015	1180.2	0.001
53	1862.781	194.260	SKAMANIA	Washington	53059	1685.0	39	1865.865	193.955	SKAMANIA	Washington	53059	1684.4	1862.777
53	1862.781	194.260	SKAMANIA	Washington	53059	1685.0	49	2597.521	309.227	KLICKITAT	Washington	53039	2344.8	0.003
54	4486.390	433.480	SOMERSET	Maine	23025	3633.0	40	4486.390	433.480	SOMERSET	Maine	23025	4050.0	4486.390
55	756.518	114.101	COLUMBIA	Oregon	41009	662.0	28	1037.717	152.595	CLATSOP	Oregon	41007	936.8	0.003
55	756.518	114.101	COLUMBIA	Oregon	41009	662.0	41	756.519	114.100	COLUMBIA	Oregon	41009	682.9	756.515
56	2232.648	260.058	WARD	North Dakota	38101	2054.0	27	3146.853	267.126	MOUNTRAILLE	North Dakota	38061	2840.7	104.599
56	2232.648	260.058	WARD	North Dakota	38101	2054.0	30	2220.229	193.514	RENVILLE	North Dakota	38075	1984.2	491.228
56	2232.648	260.058	WARD	North Dakota	38101	2054.0	32	2067.262	186.194	BOTTINEAU	North Dakota	38009	1847.4	4.164
56	2232.648	260.058	WARD	North Dakota	38101	2054.0	52	3637.797	304.448	STEVENS	North Dakota	38121	3283.9	1565.734
56	2232.648	260.058	WARD	North Dakota	38101	2054.0	54	1798.201	173.579	MCHENRY	North Dakota	38049	1607.0	66.922
57	4942.472	429.731	MISSOULA	Montana	30063	4243.0	10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	4693.829
57	4942.472	429.731	MISSOULA	Montana	30063	4243.0	19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	248.640
57	4942.472	429.731	MISSOULA	Montana	30063	4243.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	0.003
58	2400.118	233.083	WILLIAMS	North Dakota	38105	2138.0	22	29632.248	697.842	DAWSON	Montana	30021	26749.7	0.004
58	2400.118	233.083	WILLIAMS	North Dakota	38105	2138.0	25	3827.202	277.301	WALLETTE	North Dakota	38123	3454.9	2378.605
58	2400.118	233.083	WILLIAMS	North Dakota	38105	2138.0	27	3146.853	267.126	MOUNTRAILLE	North Dakota	38061	2840.7	0.617
58	2400.118	233.083	WILLIAMS	North Dakota	38105	2138.0	60	5721.501	333.840	HOWARD	North Dakota	38119	5164.9	20.891
59	1420.416	180.345	FRANKLIN	Washington	53021	1206.0	26	5931.062	402.714	WHITMAN	Washington	53075	5354.1	1420.413
59	1420.416	180.345	FRANKLIN	Washington	53021	1206.0	51	1417.680	177.208	WALLA WALLA	Washington	53071	1279.8	0.003
59	1420.416	180.345	FRANKLIN	Washington	53021	1206.0	53	2462.169	220.067	COLUMBIA	Washington	53013	2222.7	0.000
60	1919.565	194.260	BENTON	Washington	53005	1671.0	15	9453.691	510.001	YAKIMA	Washington	53077	8534.1	1481.469
60	1919.565	194.260	BENTON	Washington	53005	1671.0	49	2597.521	309.227	KLICKITAT	Washington	53039	2344.8	437.986
60	1919.565	194.260	BENTON	Washington	53005	1671.0	67	5631.643	361.111	UMATILLA	Oregon	41059	5083.8	0.110
61	1219.781	154.284	LATAH	Idaho	16057	1128.0	7	5889.330	383.759	KOOTENAI	Idaho	16055	5316.4	0.001
61	1219.781	154.284	LATAH	Idaho	16057	1128.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	0.000
61	1219.781	154.284	LATAH	Idaho	16057	1128.0	42	2810.807	267.502	NEZ PERCES	Idaho	16069	2537.4	1219.779
62	2490.953	304.766	POWELL	Montana	30077	2559.0	10	20947.977	771.113	MISSOULA	Montana	30063	18910.2	7.251
62	2490.953	304.766	POWELL	Montana	30077	2559.0	19	8132.123	610.671	DEERLODGE	Montana	30023	7341.1	2483.702
63	2125.298	211.093	MOUNTRAIL	North Dakota	38061	1914.0	25	3827.202	277.301	WALLETTE	North Dakota	38123	3454.9	0.353
63	2125.298	211.093	MOUNTRAIL	North Dakota	38061	1914.0	27	3146.853	267.126	MOUNTRAILLE	North Dakota	38061	2840.7	1866.495
63	2125.298	211.093	MOUNTRAIL	North Dakota	38061	1914.0	30	2220.229	193.514	RENVILLE	North Dakota	38075	1984.2	63.314
63	2125.298	211.093	MOUNTRAIL	North Dakota	38061	1914.0	52	3637.797	304.448	STEVENS	North Dakota	38121	3283.9	195.123
63	2125.298	211.093	MOUNTRAIL	North Dakota	38061	1914.0	60	5721.501	333.840	HOWARD	North Dakota	38119	5164.9	0.006
63	2125.298	211.093	MOUNTRAIL	North Dakota	38061	1914.0	68	1932.329	209.153	WILLIAMS	North Dakota	38105	1744.4	0.007
64	2118.429	196.859	MCHENRY	North Dakota	38049	1888.0	32	2067.262	186.194	BOTTINEAU	North Dakota	38009	1847.4	667.964
64	2118.429	196.859	MCHENRY	North Dakota	38049	1888.0	54	1798.201	173.579	MCHENRY	North Dakota	38049	1607.0	1449.655
64	2118.429	196.859	MCHENRY	North Dakota	38049	1888.0	72	1656.504	170.097	SHERIDAN	North Dakota	38083	1480.4	0.810
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	28	1037.717	152.595	CLATSOP	Oregon	41007	936.8	146.875
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	41	756.519	114.100	COLUMBIA	Oregon	41009	682.9	0.000
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	45	1427.214	223.738	TILLAMOOK	Oregon	41057	1288.4	1006.184
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	47	780.557	148.837	WASHINGTON	Oregon	41067	704.6	0.001
65	1155.150	198.787	TILLAMOOK	Oregon	41057	1125.0	62	757.878	142.843	YAMHILL	Oregon	41071	684.2	2.088
66	3475.010	263.038	KOOCHICHING	Minnesota	27071	3141.0	23	6950.332	431.420	BELTRAMI	Minnesota	27007	6274.2	0.001
66	3475.010	263.038	KOOCHICHING	Minnesota	27071	3141.0	43	6297.162	397.213	ITASCA	Minnesota	27061	5684.6	3474.935
66	3475.010	263.038	KOOCHICHING	Minnesota	27071	3141.0	46	7436.140	409.692	ST LOUIS	Minnesota	27137	6712.8	0.001
67	730.353	120.336	CLARK	Washington	53011	634.0	44	730.346	120.336	CLARKE	Washington	53011	659.3	730.346
67	730.353	120.336	CLARK	Washington	53011	634.0	55	487.635	137.696	MULTNOMAH	Oregon	41051	440.2	0.007
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	43	6297.162	397.213	ITASCA	Minnesota	27061	5684.6	0.003
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	46	7436.140	409.692	ST LOUIS	Minnesota	27137	6712.8	7436.075
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	63	2622.461	246.955	LAKE	Minnesota	27075	2367.4	0.003
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	110	2032.522	199.204	AITKIN	Minnesota	27001	1834.8	0.000
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	125	930.093	125.220	CARLTON	Minnesota	27017	839.6	0.000
68	7436.140	409.692	ST LOUIS	Minnesota	27137	6503.0	126	1457.865	166.093	DOUGLAS	Wisconsin	55031	1316.0	0.004
69	1178.059	178.945	PIERCE	North Dakota	38069	1055.0	32	2067.262	186.194	BOTTINEAU	North Dakota	38009	1847.4	87.445
69	1178.059	178.945	PIERCE	North Dakota	38069	1055.0	33	1884.421	178.625	ROLETTE	North Dakota	38079	1684.1	354.230
69	1178.059	178.945	PIERCE	North Dakota	38069	1055.0	54	1798.201	173.579	MCHENRY	North Dakota	38049	1607.0	278.597
69	1178.059	178.945	PIERCE	North Dakota	38069	1055.0	56	1668.942	168.505		North Dakota	38127	1491.5	451.863
69	1178.059	178.945	PIERCE	North Dakota	38069	1055.0	72	1656.504	170.097	SHERIDAN	North Dakota	38083	1480.4	0.695
69	1178.059	178.945	PIERCE	North Dakota	38069	1055.0	74	1700.291	170.665		North Dakota	38117	1519.5	5.228
70	4014.123	348.932	CASCADE	Montana	30013	3384.0	14	28438.947	773.705	CHOTEAU	Montana	30015	25672.5	910.240
70	4014.123	348.932	CASCADE	Montana	30013	3384.0	36	3092.984	395.020	LEWIS AND CLARKE	Montana	30049	2792.1	145.082
70	4014.123	348.932	CASCADE	Montana	30013	3384.0	59	15494.979	579.195	MEAGHER	Montana	30059	13987.7	2958.801
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	28	1037.717	152.595	CLATSOP	Oregon	41007	936.8	9.771
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	41	756.519	114.100	COLUMBIA	Oregon	41009	682.9	0.001
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	45	1427.214	223.738	TILLAMOOK	Oregon	41057	1288.4	0.002
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	47	780.557	148.837	WASHINGTON	Oregon	41067	704.6	780.550
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	55	487.635	137.696	MULTNOMAH	Oregon	41051	440.2	0.000
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	62	757.878	142.843	YAMHILL	Oregon	41071	684.2	0.006
71	790.331	148.743	WASHINGTON	Oregon	41067	731.0	65	2012.154	206.550	CLACKAMAS	Oregon	41005	1816.4	0.000
72	1447.669	187.231	RAMSEY	North Dakota	38071	1205.0	34	1984.630	184.217	CAVALIER	North Dakota	38019	1773.6	352.022
72	1447.669	187.231	RAMSEY	North Dakota	38071	1205.0	37	2549.841	205.340	PEMBINA	North Dakota	38067	2301.8	2.978
72	1447.669	187.231	RAMSEY	North Dakota	38071	1205.0	56	1668.942	168.505		North Dakota	38127	1491.5	6.152
72	1447.669	187.231	RAMSEY	North Dakota	38071	1205.0	57	1735.436	173.968	RAMSEY	North Dakota	38071	1566.6	1086.517
73	1423.045	164.752	WALSH	North Dakota	38099	1282.0	37	2549.841	205.340	PEMBINA	North Dakota	38067	2301.8	646.440
73	1423.045	164.752	WALSH	North Dakota	38099	1282.0	38	2526.879	223.768	KITTSON/PEMBINA	Minnesota	27069	2281.1	0.000
73	1423.045	164.752	WALSH	North Dakota	38099	1282.0	48	2025.545	205.962	MARSHALL	Minnesota	27089	1828.5	0.001
73	1423.045	164.752	WALSH	North Dakota	38099	1282.0	57	1735.436	173.968	RAMSEY	North Dakota	38071	1566.6	4.431
73	1423.045	164.752	WALSH	North Dakota	38099	1282.0	58	2992.957	230.111	GRAND FORKS	North Dakota	38035	2701.8	772.173
74	2026.794	205.999	MARSHALL	Minnesota	27089	1788.0	23	6950.332	431.420	BELTRAMI	Minnesota	27007	6274.2	0.020
74	2026.794	205.999	MARSHALL	Minnesota	27089	1788.0	37	2549.841	205.340	PEMBINA	North Dakota	38067	2301.8	0.001
74	2026.794	205.999	MARSHALL	Minnesota	27089	1788.0	38	2526.879	223.768	KITTSON/PEMBINA	Minnesota	27069	2281.1	0.958
74	2026.794	205.999	MARSHALL	Minnesota	27089	1788.0	48	2025.545	205.962	MARSHALL	Minnesota	27089	1828.5	2025.541
74	2026.794	205.999	MARSHALL	Minnesota	27089	1788.0	58	2992.957	230.111	GRAND FORKS	North Dakota	38035	2701.8	0.001
